Genome	Antigen_class	Antigen	Num_data	ID
mm9	Histone	H1	4	SRX1564907,SRX1564908,SRX4999175,SRX4999176
mm9	Histone	H1t	1	SRX1444524
mm9	Histone	H2A	3	SRX192094,SRX192095,SRX192096
mm9	Histone	H2A.B	1	SRX322959
mm9	Histone	H2A.Bbd1	2	SRX076062,SRX076063
mm9	Histone	H2AK119Ub	142	SRX1141900,SRX1271380,SRX1271381,SRX1271382,SRX1271383,SRX1271384,SRX1271385,SRX1271386,SRX1271387,SRX1529423,SRX1529424,SRX1831927,SRX1831928,SRX1831929,SRX1831930,SRX1831931,SRX1831932,SRX2007944,SRX2523708,SRX2523709,SRX2523710,SRX2523711,SRX2523717,SRX2523718,SRX309667,SRX309668,SRX3179304,SRX3179305,SRX3179306,SRX3272431,SRX3272432,SRX3341235,SRX3341236,SRX3412915,SRX3412917,SRX3424212,SRX3424215,SRX3424218,SRX3424221,SRX3701158,SRX3739261,SRX3739262,SRX3858658,SRX3858659,SRX385950,SRX385951,SRX385957,SRX385958,SRX4283018,SRX4283027,SRX4283032,SRX4283035,SRX4329456,SRX4329457,SRX4329458,SRX4329459,SRX4329467,SRX4329468,SRX4329471,SRX4329472,SRX4338266,SRX4338267,SRX4384417,SRX4384425,SRX4384433,SRX4384441,SRX4384449,SRX4384457,SRX4384465,SRX4384473,SRX4384481,SRX4384489,SRX4546329,SRX4546330,SRX4649237,SRX4649238,SRX4649239,SRX4649240,SRX4649241,SRX4649242,SRX4649251,SRX4649252,SRX4649253,SRX4649254,SRX4649255,SRX4649256,SRX4649257,SRX4649258,SRX4887832,SRX4887833,SRX4887834,SRX4887835,SRX5027377,SRX5027378,SRX5027379,SRX5027380,SRX5027381,SRX5027394,SRX5027397,SRX5027400,SRX5126970,SRX5126971,SRX5126972,SRX5126973,SRX5142548,SRX5142549,SRX5342424,SRX5342425,SRX5342426,SRX5342427,SRX5342428,SRX5342440,SRX5342441,SRX5342467,SRX5342468,SRX5342469,SRX5342470,SRX5342471,SRX5342472,SRX5688372,SRX5688376,SRX6094561,SRX6094562,SRX6094563,SRX6094564,SRX6094565,SRX6094566,SRX6094567,SRX6094568,SRX6094569,SRX6094570,SRX6094571,SRX6094572,SRX672431,SRX680485,SRX856956,SRX856959,SRX976590,SRX976591,SRX976592,SRX976593,SRX994664
mm9	Histone	H2AK5ac	6	ERX112989,ERX1167952,SRX5083728,SRX5083729,SRX5083730,SRX5083731
mm9	Histone	H2AK5sc	2	ERX025730,ERX025731
mm9	Histone	H2AK9ac	2	SRX1815437,SRX1815473
mm9	Histone	H2AS40GlcNAc	2	SRX1381107,SRX1381108
mm9	Histone	H2Aub	20	ERX1940115,SRX005250,SRX005251,SRX112180,SRX2353882,SRX2353888,SRX385948,SRX385949,SRX385955,SRX385956,SRX4620648,SRX4620649,SRX4620650,SRX4620651,SRX4890666,SRX4890667,SRX4890668,SRX4890669,SRX4890670,SRX4890671
mm9	Histone	H2A.X	53	ERX149454,SRX1072152,SRX1072153,SRX1072154,SRX1072155,SRX1072156,SRX1072157,SRX1072158,SRX1072159,SRX1141887,SRX1141893,SRX1253938,SRX1253939,SRX1253940,SRX1253941,SRX1253942,SRX1253943,SRX204628,SRX204629,SRX204630,SRX204631,SRX204632,SRX204633,SRX204634,SRX204635,SRX204636,SRX204637,SRX204638,SRX204639,SRX204640,SRX204641,SRX2795649,SRX2795651,SRX2795652,SRX2795653,SRX2795654,SRX2795655,SRX2795656,SRX2795659,SRX2795660,SRX2795661,SRX2795662,SRX483612,SRX483613,SRX483614,SRX483615,SRX483616,SRX483617,SRX483618,SRX530048,SRX648115,SRX648116,SRX648117
mm9	Histone	H2A.XS139ph	61	SRX100820,SRX100821,SRX100822,SRX100823,SRX100824,SRX100825,SRX1177015,SRX1177016,SRX1177017,SRX1177018,SRX1253910,SRX1253911,SRX1253912,SRX1253913,SRX1253914,SRX1253915,SRX1439637,SRX1439638,SRX1439639,SRX1439640,SRX1439641,SRX1439642,SRX1439643,SRX1439644,SRX1439645,SRX1439648,SRX1727584,SRX1727585,SRX1727587,SRX1727589,SRX1727590,SRX1727595,SRX1727596,SRX1727599,SRX205932,SRX205933,SRX205942,SRX205950,SRX205958,SRX205959,SRX217113,SRX217114,SRX2437695,SRX2437696,SRX2437697,SRX2437698,SRX366870,SRX366871,SRX366872,SRX366873,SRX3923075,SRX3923076,SRX3923077,SRX3923078,SRX3923079,SRX3923081,SRX3923082,SRX3923083,SRX717131,SRX796318,SRX796322
mm9	Histone	H2A.Z	115	ERX149448,ERX149452,ERX149453,SRX076064,SRX1013524,SRX1013530,SRX1013535,SRX1098145,SRX111869,SRX111893,SRX111898,SRX115001,SRX122627,SRX122635,SRX122644,SRX159082,SRX159083,SRX159086,SRX159087,SRX1815438,SRX1815474,SRX1838114,SRX1838115,SRX1838116,SRX1838117,SRX192091,SRX192092,SRX192093,SRX208064,SRX208066,SRX2311266,SRX2339011,SRX2339012,SRX2339014,SRX2339015,SRX2339018,SRX2339019,SRX2339022,SRX2339023,SRX2636612,SRX2636613,SRX2636614,SRX285100,SRX285101,SRX285102,SRX285103,SRX285104,SRX285105,SRX285106,SRX285107,SRX285108,SRX285109,SRX285117,SRX2862500,SRX2955747,SRX2955751,SRX317002,SRX317003,SRX317004,SRX317005,SRX317006,SRX317007,SRX317008,SRX317009,SRX317010,SRX317011,SRX317012,SRX317013,SRX317014,SRX317015,SRX317016,SRX317017,SRX317018,SRX317019,SRX317621,SRX317628,SRX317636,SRX317641,SRX3242138,SRX3257466,SRX3257467,SRX332360,SRX3584658,SRX3584659,SRX3584660,SRX366571,SRX366997,SRX366998,SRX3776034,SRX3776035,SRX3855837,SRX3855838,SRX3855851,SRX3855852,SRX4314657,SRX4373910,SRX4373911,SRX4620976,SRX4620978,SRX4620980,SRX4620982,SRX4620984,SRX4620986,SRX4620988,SRX4620990,SRX5491865,SRX5491866,SRX5491867,SRX5491868,SRX5491869,SRX5491870,SRX5507723,SRX5507724,SRX5507725,SRX5507726
mm9	Histone	H2A.Zac	3	SRX111870,SRX1838118,SRX1838119
mm9	Histone	H2B	6	SRX1034714,SRX1034715,SRX1034720,SRX1034721,SRX540240,SRX540241
mm9	Histone	H2Bac	3	SRX216299,SRX216300,SRX216301
mm9	Histone	H2BK119ub	2	SRX130020,SRX130022
mm9	Histone	H2BK120ac	5	SRX1815439,SRX1815475,SRX317629,SRX317635,SRX317639
mm9	Histone	H2BK120ub	6	SRX2439858,SRX2439859,SRX2439860,SRX2439861,SRX2439862,SRX2439863
mm9	Histone	H2BK12ac	2	SRX1815440,SRX1815476
mm9	Histone	H2BK20ac	9	SRX1218987,SRX1218990,SRX1218994,SRX1218996,SRX1218998,SRX149171,SRX149176,SRX1815444,SRX1815480
mm9	Histone	H2BK5ac	10	SRX023712,SRX023713,SRX1815442,SRX1815478,SRX2422796,SRX2422797,SRX2422798,SRX317620,SRX317626,SRX317647
mm9	Histone	H2Bub	31	SRX115554,SRX115555,SRX115556,SRX115557,SRX115558,SRX115559,SRX1160438,SRX1160439,SRX1517389,SRX1517390,SRX1519383,SRX1519384,SRX1519386,SRX1519387,SRX1519388,SRX1519389,SRX1519393,SRX1519394,SRX1519395,SRX1519399,SRX1519400,SRX1639494,SRX1639495,SRX2026255,SRX2026256,SRX4284850,SRX4284852,SRX4284855,SRX4284858,SRX655690,SRX655691
mm9	Histone	H2S112GlcNAc	1	SRX198050
mm9	Histone	H3.1	9	SRX1057033,SRX1057035,SRX1057038,SRX1057067,SRX1057069,SRX1057072,SRX3242136,SRX647890,SRX647891
mm9	Histone	H3	276	SRX020995,SRX020996,SRX020999,SRX021000,SRX021001,SRX021002,SRX021005,SRX021006,SRX026100,SRX026101,SRX026102,SRX026103,SRX027333,SRX027341,SRX027346,SRX027350,SRX100340,SRX100341,SRX100342,SRX100343,SRX1013523,SRX1013529,SRX1013534,SRX1034716,SRX1034717,SRX1034722,SRX1034723,SRX1090861,SRX1090864,SRX1090867,SRX1116357,SRX1116359,SRX1116361,SRX1116363,SRX1116365,SRX1116367,SRX1134819,SRX1159955,SRX1159956,SRX1159957,SRX1159958,SRX1176754,SRX1176757,SRX1176768,SRX1176771,SRX1179560,SRX1179562,SRX1179564,SRX1179566,SRX1225219,SRX1225221,SRX1253916,SRX1253917,SRX1253918,SRX1253919,SRX1253920,SRX1253921,SRX1253922,SRX1253923,SRX1253924,SRX1253925,SRX1404288,SRX1404289,SRX1404296,SRX1404297,SRX1425192,SRX1425193,SRX1425194,SRX1425195,SRX1430184,SRX1430185,SRX1430186,SRX1430187,SRX1430188,SRX1430189,SRX1430190,SRX1430191,SRX1430192,SRX1430193,SRX1430194,SRX1430195,SRX1430196,SRX1430197,SRX1430198,SRX1430199,SRX1530241,SRX1530248,SRX153075,SRX1538243,SRX1538244,SRX160405,SRX1631894,SRX172578,SRX172579,SRX172580,SRX172581,SRX1743263,SRX1743264,SRX1743265,SRX1743266,SRX176648,SRX176651,SRX176652,SRX1838120,SRX1838121,SRX1838122,SRX1838123,SRX1890263,SRX1890264,SRX192103,SRX192104,SRX192105,SRX1958775,SRX1958776,SRX2013615,SRX2013616,SRX203385,SRX203386,SRX209333,SRX209335,SRX209338,SRX209340,SRX2182961,SRX2182962,SRX2394883,SRX262827,SRX262828,SRX262829,SRX262830,SRX2642733,SRX2642741,SRX2642748,SRX2642756,SRX2858569,SRX2858570,SRX2858573,SRX2858574,SRX2875253,SRX2875254,SRX3175688,SRX3234447,SRX3234448,SRX3234453,SRX3234454,SRX3234459,SRX3234460,SRX3234465,SRX3234466,SRX323578,SRX3242122,SRX3242123,SRX3242128,SRX3242129,SRX3242162,SRX3242166,SRX3242169,SRX3242173,SRX3534317,SRX3534318,SRX3534319,SRX3534320,SRX3534321,SRX3534322,SRX3534323,SRX3534324,SRX3534325,SRX3534326,SRX3534327,SRX3534328,SRX3581671,SRX3581672,SRX3581673,SRX3581674,SRX3632882,SRX3632884,SRX3633784,SRX3633787,SRX3732902,SRX3920015,SRX3920016,SRX3920017,SRX3920018,SRX4096925,SRX4096926,SRX4096929,SRX4096930,SRX4099812,SRX437462,SRX437463,SRX4501276,SRX4501282,SRX4576469,SRX4576470,SRX4576473,SRX4576474,SRX4576479,SRX4576480,SRX4576483,SRX4576484,SRX4740098,SRX4740099,SRX4892096,SRX4892097,SRX4892098,SRX4892102,SRX4892103,SRX4892104,SRX4892109,SRX4892110,SRX4892111,SRX5023773,SRX5349593,SRX5349594,SRX5401953,SRX5401954,SRX5401955,SRX5401956,SRX5401957,SRX5401958,SRX540242,SRX540243,SRX5507719,SRX5507720,SRX5507721,SRX5507722,SRX555508,SRX5575059,SRX5575063,SRX5575064,SRX5575068,SRX5575072,SRX5575076,SRX5575077,SRX5575081,SRX5575085,SRX5575089,SRX5729274,SRX591739,SRX591741,SRX6045657,SRX6045658,SRX6045659,SRX6045660,SRX6045661,SRX6045662,SRX6045663,SRX6045664,SRX6097909,SRX6097910,SRX6097911,SRX6097912,SRX6097913,SRX6097914,SRX6097915,SRX6097916,SRX647892,SRX647893,SRX647900,SRX647901,SRX647902,SRX764851,SRX764852,SRX835935,SRX835936,SRX884081,SRX884082,SRX893325,SRX893329,SRX897430,SRX897431,SRX897432,SRX897433,SRX897434,SRX897435,SRX897436,SRX897437
mm9	Histone	H3.3	110	SRX1022086,SRX1022087,SRX1022107,SRX1022108,SRX1022109,SRX1022110,SRX1022119,SRX1022120,SRX1022123,SRX1022124,SRX1057012,SRX1057013,SRX1057014,SRX1057016,SRX1057017,SRX1057018,SRX1057020,SRX1057021,SRX1057022,SRX1057023,SRX1057025,SRX1057026,SRX1057027,SRX1057029,SRX1057030,SRX1057031,SRX1057034,SRX1057036,SRX1057039,SRX1057057,SRX1057058,SRX1057059,SRX1057061,SRX1057062,SRX1057063,SRX1057065,SRX1057068,SRX1057070,SRX1057073,SRX1057075,SRX1057077,SRX1439649,SRX1439650,SRX1439651,SRX1439652,SRX1439653,SRX1439654,SRX1439655,SRX1439656,SRX1439657,SRX207534,SRX207543,SRX221733,SRX2245482,SRX2245483,SRX2245484,SRX2245485,SRX2245486,SRX2245487,SRX2400155,SRX2400156,SRX2400157,SRX2642729,SRX2642737,SRX2642744,SRX2642752,SRX2642758,SRX2642761,SRX2642765,SRX2642768,SRX2880043,SRX2880044,SRX2880045,SRX2880046,SRX2880047,SRX2880048,SRX2880049,SRX2880050,SRX2880051,SRX2880052,SRX2880053,SRX2880054,SRX2880081,SRX2880082,SRX2880083,SRX2880084,SRX2955783,SRX2955784,SRX2955785,SRX2955786,SRX2955787,SRX2955788,SRX2955792,SRX2955793,SRX2955794,SRX2955795,SRX2955796,SRX2955797,SRX3242137,SRX4090659,SRX4090660,SRX4090661,SRX4373908,SRX4373909,SRX647888,SRX647889,SRX648575,SRX648576,SRX6745215,SRX868180
mm9	Histone	H3.3 K27M mutant	6	SRX3445695,SRX3445700,SRX3445705,SRX3445710,SRX3445715,SRX3445720
mm9	Histone	H3.3S31ph	3	SRX5124349,SRX5124350,SRX5124351
mm9	Histone	H3ac	24	SRX018660,SRX028630,SRX028850,SRX028851,SRX028852,SRX028853,SRX1775637,SRX1775638,SRX183332,SRX183337,SRX298228,SRX321775,SRX469919,SRX469920,SRX767122,SRX767123,SRX767124,SRX767125,SRX882860,SRX882861,SRX882862,SRX882863,SRX882864,SRX882865
mm9	Histone	H3K122ac	14	SRX1560887,SRX1560888,SRX3944652,SRX3944653,SRX3944654,SRX3944655,SRX4090627,SRX4090628,SRX4733381,SRX4733390,SRX5507735,SRX5507736,SRX5507737,SRX5507738
mm9	Histone	H3K14ac	11	SRX097642,SRX097643,SRX1225218,SRX1225220,SRX1815441,SRX1815477,SRX2955755,SRX5507731,SRX5507732,SRX5507733,SRX5507734
mm9	Histone	H3K14bu	4	SRX3014725,SRX3014729,SRX3014733,SRX3014737
mm9	Histone	H3K14me3	1	SRX4625892
mm9	Histone	H3K14pr	4	SRX3014724,SRX3014728,SRX3014732,SRX3014736
mm9	Histone	H3K18ac	25	SRX062118,SRX062119,SRX1815445,SRX1815481,SRX2420064,SRX2420065,SRX2420066,SRX2420067,SRX3395876,SRX3395877,SRX3413109,SRX3413110,SRX4147806,SRX4147807,SRX4147808,SRX4168193,SRX4168196,SRX4242097,SRX4242102,SRX5124347,SRX5124348,SRX671750,SRX671759,SRX796809,SRX796810
mm9	Histone	H3K18cr	8	SRX2629478,SRX2629479,SRX4242098,SRX4242100,SRX4242103,SRX4242105,SRX796811,SRX796812
mm9	Histone	H3K18la	2	SRX4168192,SRX4168195
mm9	Histone	H3K20me1	2	SRX3415766,SRX3415767
mm9	Histone	H3K23ac	2	SRX1815446,SRX1815482
mm9	Histone	H3K26me3	1	SRX1035112
