id	tf_uniprot_id	tf_uniprot_ac	gene_names	species
EXP040253	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040265	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP040297	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040298	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040224	Q14119	VEZF1_HUMAN	VEZF1 DB1 ZNF161	Homo sapiens
EXP040282	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040244	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040241	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040257	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040246	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040256	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040279	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040243	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP040271	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040238	Q9UQR1	None	None	Homo sapiens
EXP040228	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040275	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040263	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP040273	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP039382	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP039406	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039942	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039981	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039991	Q02535	ID3_HUMAN	ID3 1R21 BHLHB25 HEIR1	Homo sapiens
EXP040130	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP039597	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP039622	P25490	TYY1_HUMAN	YY1 INO80S	Homo sapiens
EXP039657	P41235	HNF4A_HUMAN	HNF4A HNF4 NR2A1 TCF14	Homo sapiens
EXP039669	P61244	MAX_HUMAN	MAX BHLHD4	Homo sapiens
EXP039783	P24468	COT2_HUMAN	NR2F2 ARP1 TFCOUP2	Homo sapiens
EXP039785	Q86T24	KAISO_HUMAN	ZBTB33 KAISO ZNF348	Homo sapiens
EXP039904	Q06546	GABPA_HUMAN	GABPA E4TF1A	Homo sapiens
EXP040078	P17535	JUND_HUMAN	JUND	Homo sapiens
EXP040231	P19793	RXRA_HUMAN	RXRA NR2B1	Homo sapiens
EXP039579	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039379	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039475	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039548	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039574	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039310	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039499	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP039757	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP039892	Q9Y543	None	None	Homo sapiens
EXP040052	P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	Homo sapiens
EXP039925	P39880	CUX1_HUMAN	CUX1 CUTL1	Homo sapiens
EXP039398	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039498	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039504	Q15233	NONO_HUMAN	NONO NRB54	Homo sapiens
EXP039660	Q01860	PO5F1_HUMAN	POU5F1 OCT3 OCT4 OTF3	Homo sapiens
EXP039863	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP039772	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039822	P22736	NR4A1_HUMAN	NR4A1 GFRP1 HMR NAK1	Homo sapiens
EXP039880	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039457	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039992	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP039791	Q9GZX5	ZN350_HUMAN	ZNF350 ZBRK1	Homo sapiens
EXP039817	Q15697	ZN174_HUMAN	ZNF174 ZSCAN8	Homo sapiens
EXP039438	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039408	Q13351	KLF1_HUMAN	KLF1 EKLF	Homo sapiens
EXP040080	Q16254	E2F4_HUMAN	E2F4	Homo sapiens
EXP040190	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP040054	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039414	Q13127	REST_HUMAN	REST NRSF XBR	Homo sapiens
EXP039746	Q14541	HNF4G_HUMAN	HNF4G NR2A2	Homo sapiens
EXP039847	Q9Y261	None	None	Homo sapiens
EXP039583	Q13886	KLF9_HUMAN	KLF9 BTEB BTEB1	Homo sapiens
EXP039454	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039864	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039416	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039744	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP040072	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040018	Q16621	NFE2_HUMAN	NFE2	Homo sapiens
EXP040125	Q9Y2Y9	None	None	Homo sapiens
EXP040000	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040091	P18846	ATF1_HUMAN	ATF1	Homo sapiens
EXP039623	P15407	FOSL1_HUMAN	FOSL1 FRA1	Homo sapiens
EXP039762	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039794	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP039943	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040087	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039580	P20263	PO5F1_MOUSE	Pou5f1 Oct-3 Oct-4 Otf-3 Otf3	Mus musculus
EXP039629	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP040147	Q80Z64	NANOG_MOUSE	Nanog Ecat4 Enk	Mus musculus
EXP039885	O43474	KLF4_HUMAN	KLF4 EZF GKLF	Homo sapiens
EXP039954	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040047	O15525	MAFG_HUMAN	MAFG	Homo sapiens
EXP039407	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039545	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039861	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040118	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039610	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039723	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040156	P16220	CREB1_HUMAN	CREB1	Homo sapiens
EXP039638	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039680	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP039871	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP040086	P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	Homo sapiens
EXP040115	Q9Y543	None	None	Homo sapiens
EXP039383	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040089	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039468	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039840	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039782	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039556	P29375	KDM5A_HUMAN	KDM5A JARID1A RBBP2 RBP2	Homo sapiens
EXP040073	O96028	NSD2_HUMAN	NSD2 KIAA1090 MMSET TRX5 WHSC1	Homo sapiens
EXP039370	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039335	Q06710	PAX8_HUMAN	PAX8	Homo sapiens
EXP039433	O75362	ZN217_HUMAN	ZNF217 ZABC1	Homo sapiens
EXP039486	O60264	SMCA5_HUMAN	SMARCA5 SNF2H WCRF135	Homo sapiens
EXP039501	Q8NAF0	ZN579_HUMAN	ZNF579	Homo sapiens
EXP039573	P23771	GATA3_HUMAN	GATA3	Homo sapiens
EXP039575	Q8WXI9	P66B_HUMAN	GATAD2B KIAA1150	Homo sapiens
EXP039642	Q9NUA8	None	None	Homo sapiens
EXP039728	P17028	ZNF24_HUMAN	ZNF24 KOX17 ZNF191 ZSCAN3	Homo sapiens
EXP039768	Q9UIU6	None	None	Homo sapiens
EXP040001	P67809	YBOX1_HUMAN	YBX1 NSEP1 YB1	Homo sapiens
EXP040083	Q6ZNB6	NFXL1_HUMAN	NFXL1 OZFP	Homo sapiens
EXP040154	P32519	ELF1_HUMAN	ELF1	Homo sapiens
EXP040232	Q6ZN55	ZN574_HUMAN	ZNF574	Homo sapiens
EXP040233	O15516	CLOCK_HUMAN	CLOCK BHLHE8 KIAA0334	Homo sapiens
EXP040258	Q8TCN5	ZN507_HUMAN	ZNF507 KIAA1084	Homo sapiens
EXP040305	O15516	CLOCK_HUMAN	CLOCK BHLHE8 KIAA0334	Homo sapiens
EXP039895	Q06546	GABPA_HUMAN	GABPA E4TF1A	Homo sapiens
EXP040117	P17010	ZFX_HUMAN	ZFX	Homo sapiens
EXP039560	P10914	IRF1_HUMAN	IRF1	Homo sapiens
EXP039388	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039496	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP039540	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039429	Q8NDX6	ZN740_HUMAN	ZNF740 TB7	Homo sapiens
EXP039706	Q9UN79	None	None	Homo sapiens
EXP039875	P36402	TCF7_HUMAN	TCF7 TCF1	Homo sapiens
EXP040041	Q9Y6X8	None	None	Homo sapiens
EXP039386	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039950	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP040136	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039342	P55347	PKNX1_HUMAN	PKNOX1 PREP1	Homo sapiens
EXP039387	Q99607	ELF4_HUMAN	ELF4 ELFR MEF	Homo sapiens
EXP039910	P55317	FOXA1_HUMAN	FOXA1 HNF3A TCF3A	Homo sapiens
EXP039927	Q8TF68	ZN384_HUMAN	ZNF384 CAGH1 CIZ NMP4 TNRC1	Homo sapiens
EXP040188	P08047	SP1_HUMAN	SP1 TSFP1	Homo sapiens
EXP040146	Q01664	TFAP4_HUMAN	TFAP4 BHLHC41	Homo sapiens
EXP040192	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039412	P53567	CEBPG_HUMAN	CEBPG	Homo sapiens
EXP039339	Q15329	E2F5_HUMAN	E2F5	Homo sapiens
EXP039678	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039805	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040044	Q06546	GABPA_HUMAN	GABPA E4TF1A	Homo sapiens
EXP039492	Q15776	ZKSC8_HUMAN	ZKSCAN8 ZNF192	Homo sapiens
EXP039402	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039544	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039312	Q00613	HSF1_HUMAN	HSF1 HSTF1	Homo sapiens
EXP039460	P10242	MYB_HUMAN	MYB	Homo sapiens
EXP039661	P17480	UBF1_HUMAN	UBTF UBF UBF1	Homo sapiens
EXP040030	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP039534	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039707	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039419	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP039591	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP039930	Q9Y543	None	None	Homo sapiens
EXP040020	P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	Homo sapiens
EXP039366	P13056	NR2C1_HUMAN	NR2C1 TR2	Homo sapiens
EXP039471	Q99583	MNT_HUMAN	MNT BHLHD3 ROX	Homo sapiens
EXP039493	O75376	NCOR1_HUMAN	NCOR1 KIAA1047	Homo sapiens
EXP039672	Q15233	NONO_HUMAN	NONO NRB54	Homo sapiens
EXP039701	Q92610	ZN592_HUMAN	ZNF592 KIAA0211	Homo sapiens
EXP039709	Q99583	MNT_HUMAN	MNT BHLHD3 ROX	Homo sapiens
EXP039755	P10244	MYBB_HUMAN	MYBL2 BMYB	Homo sapiens
EXP039804	P22670	RFX1_HUMAN	RFX1	Homo sapiens
EXP040065	Q8WXI9	P66B_HUMAN	GATAD2B KIAA1150	Homo sapiens
EXP040079	Q8IWI9	MGAP_HUMAN	MGA KIAA0518 MAD5	Homo sapiens
EXP040138	P10827	THA_HUMAN	THRA EAR7 ERBA1 NR1A1 THRA1 THRA2	Homo sapiens
EXP040222	Q15596	NCOA2_HUMAN	NCOA2 BHLHE75 SRC2 TIF2	Homo sapiens
EXP040236	Q9Y692	None	None	Homo sapiens
EXP040261	P51843	NR0B1_HUMAN	NR0B1 AHC DAX1	Homo sapiens
EXP040300	P18847	ATF3_HUMAN	ATF3	Homo sapiens
EXP040307	Q01094	E2F1_HUMAN	E2F1 RBBP3	Homo sapiens
EXP040326	Q15596	NCOA2_HUMAN	NCOA2 BHLHE75 SRC2 TIF2	Homo sapiens
EXP039718	Q8IVC4	ZN584_HUMAN	ZNF584	Homo sapiens
EXP039698	P18847	ATF3_HUMAN	ATF3	Homo sapiens
EXP039898	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039695	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039797	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP039334	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040168	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP039586	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040050	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040169	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039833	Q14814	MEF2D_HUMAN	MEF2D	Homo sapiens
EXP039627	Q14494	NF2L1_HUMAN	NFE2L1 HBZ17 NRF1 TCF11	Homo sapiens
EXP039372	Q15853	USF2_HUMAN	USF2 BHLHB12	Homo sapiens
EXP040104	Q14653	IRF3_HUMAN	IRF3	Homo sapiens
EXP040189	Q9UKL0	None	None	Homo sapiens
EXP039619	P40425	PBX2_HUMAN	PBX2 G17	Homo sapiens
EXP040094	P18846	ATF1_HUMAN	ATF1	Homo sapiens
EXP040031	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039519	P05412	JUN_HUMAN	JUN	Homo sapiens
EXP040063	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040135	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039491	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP039554	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP039807	P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	Homo sapiens
EXP039887	Q9Y543	None	None	Homo sapiens
EXP039328	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039345	P17535	JUND_HUMAN	JUND	Homo sapiens
EXP039422	Q13127	REST_HUMAN	REST NRSF XBR	Homo sapiens
EXP039865	P55317	FOXA1_HUMAN	FOXA1 HNF3A TCF3A	Homo sapiens
EXP039928	Q9Y261	None	None	Homo sapiens
EXP040012	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039537	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039487	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039424	Q9NUA8	None	None	Homo sapiens
EXP039489	P15336	ATF2_HUMAN	ATF2 CREB2 CREBP1	Homo sapiens
EXP039562	O14503	BHE40_HUMAN	BHLHE40 BHLHB2 DEC1 SHARP2 STRA13	Homo sapiens
EXP039605	Q13422	IKZF1_HUMAN	IKZF1 IK1 IKAROS LYF1 ZNFN1A1	Homo sapiens
EXP039607	P13056	NR2C1_HUMAN	NR2C1 TR2	Homo sapiens
EXP039659	Q13422	IKZF1_HUMAN	IKZF1 IK1 IKAROS LYF1 ZNFN1A1	Homo sapiens
EXP039665	Q9UKS7	None	None	Homo sapiens
EXP039682	O14867	BACH1_HUMAN	BACH1	Homo sapiens
EXP039748	O60264	SMCA5_HUMAN	SMARCA5 SNF2H WCRF135	Homo sapiens
EXP039839	Q99856	ARI3A_HUMAN	ARID3A DRIL1 DRIL3 DRX E2FBP1	Homo sapiens
EXP039841	Q8IWY8	ZSC29_HUMAN	ZSCAN29 ZNF690	Homo sapiens
EXP039852	Q8N1G0	ZN687_HUMAN	ZNF687 KIAA1441	Homo sapiens
EXP039936	Q8WXI9	P66B_HUMAN	GATAD2B KIAA1150	Homo sapiens
EXP039944	P32519	ELF1_HUMAN	ELF1	Homo sapiens
EXP039979	Q6ZNB6	NFXL1_HUMAN	NFXL1 OZFP	Homo sapiens
EXP039986	Q9UKS7	None	None	Homo sapiens
EXP039999	Q01167	FOXK2_HUMAN	FOXK2 ILF ILF1	Homo sapiens
EXP040024	P10589	COT1_HUMAN	NR2F1 EAR3 ERBAL3 TFCOUP1	Homo sapiens
EXP040127	O75362	ZN217_HUMAN	ZNF217 ZABC1	Homo sapiens
EXP040132	O94776	MTA2_HUMAN	MTA2 MTA1L1 PID	Homo sapiens
EXP040235	Q12968	NFAC3_HUMAN	NFATC3 NFAT4	Homo sapiens
EXP040252	P11831	SRF_HUMAN	SRF	Homo sapiens
EXP040289	Q06710	PAX8_HUMAN	PAX8	Homo sapiens
EXP040302	P27540	ARNT_HUMAN	ARNT BHLHE2	Homo sapiens
EXP039472	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039618	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039389	Q08945	SSRP1_HUMAN	SSRP1 FACT80	Homo sapiens
EXP039490	Q9GZN2	TGIF2_HUMAN	TGIF2	Homo sapiens
EXP039649	Q03014	HHEX_HUMAN	HHEX HEX PRH PRHX	Homo sapiens
EXP039738	Q9UIS9	None	None	Homo sapiens
EXP039776	Q16534	HLF_HUMAN	HLF	Homo sapiens
EXP039889	Q9UIS9	None	None	Homo sapiens
EXP039897	P40425	PBX2_HUMAN	PBX2 G17	Homo sapiens
EXP039899	Q9UBC3	None	None	Homo sapiens
EXP040060	O60381	HBP1_HUMAN	HBP1	Homo sapiens
EXP039547	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039870	P36402	TCF7_HUMAN	TCF7 TCF1	Homo sapiens
EXP040014	Q14186	TFDP1_HUMAN	TFDP1 DP1	Homo sapiens
EXP039495	Q9Y543	None	None	Homo sapiens
EXP039590	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP039640	P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	Homo sapiens
EXP040159	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP040134	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039685	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040068	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039439	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP039604	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP039696	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040107	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039968	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039740	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP040110	P53567	CEBPG_HUMAN	CEBPG	Homo sapiens
EXP040101	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039800	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP039935	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP040010	P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	Homo sapiens
EXP040070	Q9Y543	None	None	Homo sapiens
EXP040028	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039708	Q9UKY1	None	None	Homo sapiens
EXP039350	O43889	CREB3_HUMAN	CREB3 LZIP	Homo sapiens
EXP039713	Q61164	CTCF_MOUSE	Ctcf	Mus musculus
EXP039873	O96006	ZBED1_HUMAN	ZBED1 ALTE DREF KIAA0785 TRAMP	Homo sapiens
EXP039463	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039464	Q9UJU2	None	None	Homo sapiens
EXP039520	Q01167	FOXK2_HUMAN	FOXK2 ILF ILF1	Homo sapiens
EXP039998	O14503	BHE40_HUMAN	BHLHE40 BHLHB2 DEC1 SHARP2 STRA13	Homo sapiens
EXP040120	Q08050	FOXM1_HUMAN	FOXM1 FKHL16 HFH11 MPP2 WIN	Homo sapiens
EXP039652	Q86UQ0	ZN589_HUMAN	ZNF589 SZF1	Homo sapiens
EXP040164	P43694	GATA4_HUMAN	GATA4	Homo sapiens
EXP039924	P17028	ZNF24_HUMAN	ZNF24 KOX17 ZNF191 ZSCAN3	Homo sapiens
EXP039836	P04150	GCR_HUMAN	NR3C1 GRL	Homo sapiens
EXP040046	Q15562	TEAD2_HUMAN	TEAD2 TEF4	Homo sapiens
EXP039602	Q9P0K8	None	None	Homo sapiens
EXP039648	P19419	ELK1_HUMAN	ELK1	Homo sapiens
EXP040049	Q9UID6	None	None	Homo sapiens
EXP039505	O95625	ZBT11_HUMAN	ZBTB11	Homo sapiens
EXP040187	Q9Y6X8	None	None	Homo sapiens
EXP039630	P51522	ZNF83_HUMAN	ZNF83 ZNF816B	Homo sapiens
EXP039437	P40425	PBX2_HUMAN	PBX2 G17	Homo sapiens
EXP039568	Q96LW1	Z354B_HUMAN	ZNF354B	Homo sapiens
EXP039705	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039884	P18848	ATF4_HUMAN	ATF4 CREB2 TXREB	Homo sapiens
EXP040032	P32519	ELF1_HUMAN	ELF1	Homo sapiens
EXP039538	P32519	ELF1_HUMAN	ELF1	Homo sapiens
EXP039620	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039572	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039315	P10828	THB_HUMAN	THRB ERBA2 NR1A2 THR1	Homo sapiens
EXP039359	P48380	RFX3_HUMAN	RFX3	Homo sapiens
EXP039362	Q8IX15	HOMEZ_HUMAN	HOMEZ KIAA1443	Homo sapiens
EXP039365	P28702	RXRB_HUMAN	RXRB NR2B2	Homo sapiens
EXP039404	Q9H582	None	None	Homo sapiens
EXP039410	P17097	ZNF7_HUMAN	ZNF7 KOX4	Homo sapiens
EXP039426	P35711	SOX5_HUMAN	SOX5	Homo sapiens
EXP039427	P53567	CEBPG_HUMAN	CEBPG	Homo sapiens
EXP039449	Q96EK4	THA11_HUMAN	THAP11 HRIHFB2206	Homo sapiens
EXP039479	P10276	RARA_HUMAN	RARA NR1B1	Homo sapiens
EXP039510	Q86YP4	P66A_HUMAN	GATAD2A	Homo sapiens
EXP039516	Q9UK33	None	None	Homo sapiens
EXP039571	Q8WUU5	GATD1_HUMAN	GATAD1 ODAG	Homo sapiens
EXP039578	Q13886	KLF9_HUMAN	KLF9 BTEB BTEB1	Homo sapiens
EXP039587	Q9P2R6	None	None	Homo sapiens
EXP039592	Q7Z3K6	MIER3_HUMAN	MIER3	Homo sapiens
EXP039603	Q8N344	MIER2_HUMAN	MIER2 KIAA1193	Homo sapiens
EXP039615	P37231	PPARG_HUMAN	PPARG NR1C3	Homo sapiens
EXP039684	P28347	TEAD1_HUMAN	TEAD1 TCF13 TEF1	Homo sapiens
EXP039731	Q9H2W2	None	None	Homo sapiens
EXP039741	Q9HCK0	None	None	Homo sapiens
EXP039787	Q99612	KLF6_HUMAN	KLF6 BCD1 COPEB CPBP ST12	Homo sapiens
EXP039812	P10588	NR2F6_HUMAN	NR2F6 EAR2 ERBAL2	Homo sapiens
EXP039814	Q9UKD1	None	None	Homo sapiens
EXP039820	Q6P2D0	ZFP1_HUMAN	ZFP1 ZNF475	Homo sapiens
EXP039823	Q14582	MAD4_HUMAN	MXD4 BHLHC12 MAD4	Homo sapiens
EXP039826	Q9UMN6	None	None	Homo sapiens
EXP039855	Q9Y2D9	None	None	Homo sapiens
EXP039860	Q9UH92	None	None	Homo sapiens
EXP039878	O15535	ZSC9_HUMAN	ZSCAN9 ZNF193 PIG12	Homo sapiens
EXP039883	Q12857	NFIA_HUMAN	NFIA KIAA1439	Homo sapiens
EXP039891	P55318	FOXA3_HUMAN	FOXA3 HNF3G TCF3G	Homo sapiens
EXP039896	Q8N5A5	ZGPAT_HUMAN	ZGPAT GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP	Homo sapiens
EXP039903	Q13952	NFYC_HUMAN	NFYC	Homo sapiens
EXP039908	Q4LE39	ARI4B_HUMAN	ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180	Homo sapiens
EXP039919	P10589	COT1_HUMAN	NR2F1 EAR3 ERBAL3 TFCOUP1	Homo sapiens
EXP039932	P41182	BCL6_HUMAN	BCL6 BCL5 LAZ3 ZBTB27 ZNF51	Homo sapiens
EXP039958	O14901	KLF11_HUMAN	KLF11 FKLF TIEG2	Homo sapiens
EXP039966	Q15776	ZKSC8_HUMAN	ZKSCAN8 ZNF192	Homo sapiens
EXP039974	Q96MX3	ZNF48_HUMAN	ZNF48 ZNF553	Homo sapiens
EXP039985	Q13485	SMAD4_HUMAN	SMAD4 DPC4 MADH4	Homo sapiens
EXP040016	Q9H7Z6	None	None	Homo sapiens
EXP040043	P19532	TFE3_HUMAN	TFE3 BHLHE33	Homo sapiens
EXP040048	Q99594	TEAD3_HUMAN	TEAD3 TEAD5 TEF5	Homo sapiens
EXP040081	Q9BW11	MAD3_HUMAN	MXD3 BHLHC13 MAD3	Homo sapiens
EXP040100	Q9UN79	None	None	Homo sapiens
EXP040112	Q6BEB4	SP5_HUMAN	SP5	Homo sapiens
EXP040114	Q3KQV3	ZN792_HUMAN	ZNF792	Homo sapiens
EXP040119	P17036	ZNF3_HUMAN	ZNF3 KOX25	Homo sapiens
EXP040121	Q9P0W2	None	None	Homo sapiens
EXP040126	Q9NPA5	None	None	Homo sapiens
EXP040149	Q9BXK1	KLF16_HUMAN	KLF16 BTEB4 NSLP2	Homo sapiens
EXP040153	Q8NB15	ZN511_HUMAN	ZNF511	Homo sapiens
EXP040160	P78545	ELF3_HUMAN	ELF3 ERT ESX JEN	Homo sapiens
EXP040166	Q9NPF5	None	None	Homo sapiens
EXP040183	P49715	CEBPA_HUMAN	CEBPA CEBP	Homo sapiens
EXP040249	Q49AG3	ZBED5_HUMAN	ZBED5 Buster1	Homo sapiens
EXP039523	P49711	CTCF_HUMAN	CTCF	Homo sapiens
EXP039789	P20823	HNF1A_HUMAN	HNF1A TCF1	Homo sapiens
EXP040139	P43268	ETV4_HUMAN	ETV4 E1AF PEA3	Homo sapiens
EXP039512	P49116	NR2C2_HUMAN	NR2C2 TAK1 TR4	Homo sapiens
EXP039432	P20749	BCL3_HUMAN	BCL3 BCL4 D19S37	Homo sapiens
EXP039502	P15408	FOSL2_HUMAN	FOSL2 FRA2	Homo sapiens
EXP039761	Q9Y543	None	None	Homo sapiens
EXP039834	P17676	CEBPB_HUMAN	CEBPB TCF5 PP9092	Homo sapiens
EXP039647	P42224	STAT1_HUMAN	STAT1	Homo sapiens
EXP040171	P17275	JUNB_HUMAN	JUNB	Homo sapiens
EXP040026	P49711	CTCF_HUMAN	CTCF	Homo sapiens
