id	tf_uniprot_id	tf_uniprot_ac	gene_names	species
EXP045650	A0A0B4K6B8	A0A0B4K6B8_DROME	mod(mdg4) BcDNA:GH07769 BcDNA:SD03001 bpd CG15500 CG15501 CG15802 CG18151 CG7836 CG7859 CG8076 Dmel\\CG32491 Doom doom E(var)129 E(var)3-93D E(var)93D E-(var)3-93D E-var(3)1 E-var(3)3 l(3)03852 l(3)j2B7 l(3)L3101 mdg4 mnm mnn mod mod (mdg4) mod(gypsy) Mod(mdg 4) Mod(mdg 4)67.2 Mod(mdg)4 mod(mdg)4 mod(mdg-4) mod(mdg4 MOD(MDG4) Mod(mdg4) mod(mdg4)-58.8 Mod(mdg4)-67.2 mod(mdg4)-67.2 Mod(mdg4)2.2 MOD(MDG4)56.3 Mod(mdg4)67.2 mod(mdg4)67.2 mod-mdg4 MOD2.2 Mod2.2 mod2.2 Mod67.2 Mod[mdg4] mod[mdg4] modMDG4 pf-2 R5_3R:17176815..17177103 CG32491 Dmel_CG32491	Drosophila melanogaster
EXP045632	P10627	TWIST_DROME	twi CG2956	Drosophila melanogaster
EXP045603	Q45VV3	YAP1_DROME	yki CG4005	Drosophila melanogaster
EXP045606	Q08605	GAGA_DROME	Trl Adf-2 GAGA Nc70F TFGAGA CG33261	Drosophila melanogaster
EXP045587	P50536	MSL3_DROME	msl-3 CG8631	Drosophila melanogaster
EXP045569	P10084	AST4_DROME	sc sis-b T4 CG3827	Drosophila melanogaster
EXP045567	Q8IN81	FRU_DROME	fru BTB-VI CG14307	Drosophila melanogaster
EXP045565	P83949	UBX_DROME	Ubx CG10388	Drosophila melanogaster
EXP045553	P17789	TTKB_DROME	ttk FTZ-F2 CG1856	Drosophila melanogaster
EXP045551	P17789	TTKB_DROME	ttk FTZ-F2 CG1856	Drosophila melanogaster
EXP045547	P07548	DFD_DROME	Dfd CG2189	Drosophila melanogaster
EXP045539	P14083	LOV_DROME	lov Tkr CG16778	Drosophila melanogaster
EXP045537	P20153	USP_DROME	usp Cf1 NR2B4 CG4380	Drosophila melanogaster
EXP045531	A1Z8A6	A1Z8A6_DROME	psq CG2368 Dmel_CG2368	Drosophila melanogaster
EXP045523	P07247	KRUP_DROME	Kr CG3340	Drosophila melanogaster
EXP045513	O46339	HTH_DROME	hth dtl CG17117	Drosophila melanogaster
EXP045505	Q8IN81	FRU_DROME	fru BTB-VI CG14307	Drosophila melanogaster
EXP045501	P14083	LOV_DROME	lov Tkr CG16778	Drosophila melanogaster
EXP045499	Q01295	BRC1_DROME	br Br-C CG11491	Drosophila melanogaster
EXP045497	P06601	PRD_DROME	prd CG6716	Drosophila melanogaster
EXP045495	P10084	AST4_DROME	sc sis-b T4 CG3827	Drosophila melanogaster
EXP045493	Q94545	ASH2_DROME	ash2 CG6677	Drosophila melanogaster
EXP045485	Q9NJG9	None	None	Drosophila melanogaster
EXP045483	Q9NJG9	None	None	Drosophila melanogaster
EXP045480	Q9NJG9	None	None	Drosophila melanogaster
EXP045470	Q01842	POK_DROME	aop pok Yan CG3166	Drosophila melanogaster
EXP045447	M9PBL3	M9PBL3_DROME	Hsp83 143198_at 4C 83 83K HSP anon-EST:Liang-2.53 anon-WO0068693 anon-WO0140519.209 clone 2.53 Dmel\\CG1242 DMHSP82 DmHsp83 E(sev)3A E(sina)2 en(lz)3C HSP82 Hsp82 hsp82 HSP83 hsp83 hsp84 HSP90 Hsp90 hsp90 HSP90A1 l(3)j5C2 ms(3)08445 ORF1 P02828 stc Su(Raf)3A CG1242 Dmel_CG1242	Drosophila melanogaster
EXP045416	Q9VB52	None	None	Drosophila melanogaster
EXP045415	Q9VB52	None	None	Drosophila melanogaster
EXP045406	Q9W539	None	None	Drosophila melanogaster
EXP045402	P40427	EXD_DROME	exd CG8933	Drosophila melanogaster
EXP045398	Q4R0P9	Q4R0P9_DROME	cbt CG4427	Drosophila melanogaster
EXP045390	P45975	SUV39_DROME	Su(var)3-9 KMT1 CG6476	Drosophila melanogaster
EXP045388	P07247	KRUP_DROME	Kr CG3340	Drosophila melanogaster
EXP045384	P05205	HP1_DROME	Su(var)205 HP1 CG8409	Drosophila melanogaster
EXP045378	P18102	TLL_DROME	tll NR2E2 CG1378	Drosophila melanogaster
EXP045369	P20659	TRX_DROME	trx KMT2A CG8651	Drosophila melanogaster
EXP045371	P11346	KRAF1_DROME	phl ph CG2845	Drosophila melanogaster
EXP045372	P26017	PC_DROME	Pc CG7618	Drosophila melanogaster
EXP045361	P06602	EVE_DROME	eve CG2328	Drosophila melanogaster
EXP045342	M9PH39	M9PH39_DROME	nej anon-WO0147981.11 anon-WO03040301.89 CBP Cbp cbp CBP_ CG15321 Crbp dCBP dKAT3 dmCBP Dmel\\CG15319 l(1)G0112 l(1)G0350 l(1)G0470 Nej nej CBP Nejire p300 CG15319 Dmel_CG15319	Drosophila melanogaster
EXP045340	M9PH39	M9PH39_DROME	nej anon-WO0147981.11 anon-WO03040301.89 CBP Cbp cbp CBP_ CG15321 Crbp dCBP dKAT3 dmCBP Dmel\\CG15319 l(1)G0112 l(1)G0350 l(1)G0470 Nej nej CBP Nejire p300 CG15319 Dmel_CG15319	Drosophila melanogaster
EXP045339	M9PH39	M9PH39_DROME	nej anon-WO0147981.11 anon-WO03040301.89 CBP Cbp cbp CBP_ CG15321 Crbp dCBP dKAT3 dmCBP Dmel\\CG15319 l(1)G0112 l(1)G0350 l(1)G0470 Nej nej CBP Nejire p300 CG15319 Dmel_CG15319	Drosophila melanogaster
EXP045338	M9PH39	M9PH39_DROME	nej anon-WO0147981.11 anon-WO03040301.89 CBP Cbp cbp CBP_ CG15321 Crbp dCBP dKAT3 dmCBP Dmel\\CG15319 l(1)G0112 l(1)G0350 l(1)G0470 Nej nej CBP Nejire p300 CG15319 Dmel_CG15319	Drosophila melanogaster
EXP045337	M9PH39	M9PH39_DROME	nej anon-WO0147981.11 anon-WO03040301.89 CBP Cbp cbp CBP_ CG15321 Crbp dCBP dKAT3 dmCBP Dmel\\CG15319 l(1)G0112 l(1)G0350 l(1)G0470 Nej nej CBP Nejire p300 CG15319 Dmel_CG15319	Drosophila melanogaster
EXP044578	P23792	DISC_DROME	disco CG9908	Drosophila melanogaster
EXP044574	Q9VN10	None	None	Drosophila melanogaster
EXP044572	A0A0B4K765	A0A0B4K765_DROME	Sin3A CG8815 Dmel_CG8815	Drosophila melanogaster
EXP044568	Q9VUQ5	None	None	Drosophila melanogaster
EXP044559	P09085	CAD_DROME	cad CG1759	Drosophila melanogaster
EXP044557	P34021	ECR_DROME	EcR NR1H1 CG1765	Drosophila melanogaster
EXP044555	Q9VS55	None	None	Drosophila melanogaster
EXP044554	P09085	CAD_DROME	cad CG1759	Drosophila melanogaster
EXP044521	Q9W517	None	None	Drosophila melanogaster
EXP044526	O18415	O18415_DROME	SA CG3423	Drosophila melanogaster
EXP044528	A1Z8S6	A1Z8S6_DROME	pds5 pds5-RA CG17509 Dmel_CG17509	Drosophila melanogaster
EXP044531	A1Z8S6	A1Z8S6_DROME	pds5 pds5-RA CG17509 Dmel_CG17509	Drosophila melanogaster
EXP044532	Q7PLI2	NIPB_DROME	Nipped-B CG17704	Drosophila melanogaster
EXP044479	P48996	DPY27_CAEEL	dpy-27 R13G10.1	Caenorhabditis elegans
EXP044469	P34706	SDC3_CAEEL	sdc-3 C25D7.3	Caenorhabditis elegans
EXP044502	G5EBL3	SDC2_CAEEL	sdc-2 C35C5.1	Caenorhabditis elegans
EXP044494	P48996	DPY27_CAEEL	dpy-27 R13G10.1	Caenorhabditis elegans
EXP044493	P34706	SDC3_CAEEL	sdc-3 C25D7.3	Caenorhabditis elegans
EXP044492	P34706	SDC3_CAEEL	sdc-3 C25D7.3	Caenorhabditis elegans
EXP044490	P34706	SDC3_CAEEL	sdc-3 C25D7.3	Caenorhabditis elegans
EXP044484	G5EBL3	SDC2_CAEEL	sdc-2 C35C5.1	Caenorhabditis elegans
EXP044476	Q10661	DPY30_CAEEL	dpy-30 ZK863.6	Caenorhabditis elegans
EXP044472	P34706	SDC3_CAEEL	sdc-3 C25D7.3	Caenorhabditis elegans
EXP044399	Q22703	TFDP1_CAEEL	dpl-1 T23G7.1	Caenorhabditis elegans
EXP044414	P30630	LIN9_CAEEL	lin-9 ZK637.7	Caenorhabditis elegans
EXP044401	G5EF11	G5EF11_CAEEL	efl-1 CELE_Y102A5C.18 Y102A5C.18	Caenorhabditis elegans
EXP044395	Q22703	TFDP1_CAEEL	dpl-1 T23G7.1	Caenorhabditis elegans
EXP044406	G5EDT1	LIN35_CAEEL	lin-35 C32F10.2	Caenorhabditis elegans
EXP044410	P30630	LIN9_CAEEL	lin-9 ZK637.7	Caenorhabditis elegans
EXP044426	Q95QD7	LIN54_CAEEL	lin-54 JC8.6	Caenorhabditis elegans
EXP044381	G5EDE2	G5EDE2_CAEEL	hpl-2 K01G5.2a CELE_K01G5.2 K01G5.2	Caenorhabditis elegans
EXP044379	O44743	O44743_CAEEL	let-607 CELE_F57B10.1 F57B10.1	Caenorhabditis elegans
EXP044369	Q9XTB5	None	None	Caenorhabditis elegans
EXP044357	P48996	DPY27_CAEEL	dpy-27 R13G10.1	Caenorhabditis elegans
EXP044360	P48996	DPY27_CAEEL	dpy-27 R13G10.1	Caenorhabditis elegans
EXP044342	P90916	LIN53_CAEEL	lin-53 rba-2 K07A1.12	Caenorhabditis elegans
EXP044340	P34706	SDC3_CAEEL	sdc-3 C25D7.3	Caenorhabditis elegans
EXP044331	P30630	LIN9_CAEEL	lin-9 ZK637.7	Caenorhabditis elegans
EXP044327	Q95QD7	LIN54_CAEEL	lin-54 JC8.6	Caenorhabditis elegans
EXP044323	Q23482	Q23482_CAEEL	lin-37 CELE_ZK418.4 ZK418.4	Caenorhabditis elegans
EXP044120	Q9VEW6	None	None	Drosophila melanogaster
EXP043830	Q9VJZ3	None	None	Drosophila melanogaster
EXP044267	F9W320	F9W320_DROME	eve-RA eve	Drosophila melanogaster
EXP043460	Q9VXQ6	None	None	Drosophila melanogaster
EXP043576	Q09620	Q09620_CAEEL	sdz-38 CELE_ZK892.7 ZK892.7	Caenorhabditis elegans
EXP043979	G5ECU7	JUN_CAEEL	jun-1 T24H10.7	Caenorhabditis elegans
EXP044254	G5EFF5	DAF12_CAEEL	daf-12 F11A1.3	Caenorhabditis elegans
EXP043904	Q9V9N4	None	None	Drosophila melanogaster
EXP043578	P18488	EMS_DROME	ems E4 CG2988	Drosophila melanogaster
EXP044261	Q22812	HM39_CAEEL	ceh-39 T26C11.7	Caenorhabditis elegans
EXP043747	O17593	O17593_CAEEL	fkh-10 C25A1.2 CELE_C25A1.2	Caenorhabditis elegans
EXP044219	Q17381	PHA4_CAEEL	pha-4 fkh-1 F38A6.1	Caenorhabditis elegans
EXP043449	A1Z7M0	A1Z7M0_DROME	spab CG8216 Dmel_CG8216	Drosophila melanogaster
EXP043666	P91868	SNPC4_CAEEL	snpc-4 gei-11 F32H2.1	Caenorhabditis elegans
EXP043902	A8MPH9	FOSLD_DROME	kay Fra CG15509	Drosophila melanogaster
EXP043985	Q9N5D6	None	None	Caenorhabditis elegans
EXP043815	Q01295	BRC1_DROME	br Br-C CG11491	Drosophila melanogaster
EXP044040	P10083	AST5_DROME	ac T5 CG3796	Drosophila melanogaster
EXP043490	Q9VGK1	None	None	Drosophila melanogaster
EXP043754	Q9TZK1	None	None	Caenorhabditis elegans
EXP044109	Q21701	NHR12_CAEEL	nhr-12 R04B5.4	Caenorhabditis elegans
EXP043442	Q9W0P9	None	None	Drosophila melanogaster
EXP043609	O17025	NHR90_CAEEL	nhr-90 ZK488.2	Caenorhabditis elegans
EXP043486	Q7KNF5	Q7KNF5_DROME	Su(var)2-10 zimp CG8068 Dmel_CG8068	Drosophila melanogaster
EXP044199	Q17905	NHR28_CAEEL	nhr-28 C11G6.4	Caenorhabditis elegans
EXP043821	A1Z936	A1Z936_DROME	ZnT49B CG8632-RA CG8632 Dmel_CG8632	Drosophila melanogaster
EXP043524	B6IDS0	B6IDS0_DROME	tin-RA	Drosophila melanogaster
EXP043543	P07664	SRYD_DROME	Sry-delta Sry-d CG17958	Drosophila melanogaster
EXP044052	O61734	CYCL_DROME	cyc CG8727	Drosophila melanogaster
EXP043569	B7YZU0	B7YZU0_DROME	pdm3 CG42698 Dmel_CG42698	Drosophila melanogaster
EXP043457	P02836	HMEN_DROME	en CG9015	Drosophila melanogaster
EXP044003	P91868	SNPC4_CAEEL	snpc-4 gei-11 F32H2.1	Caenorhabditis elegans
EXP043951	Q9VP57	None	None	Drosophila melanogaster
EXP043522	Q24142	HR78_DROME	Hr78 Hr78D NR2D1 CG7199	Drosophila melanogaster
EXP044220	Q9VJ37	None	None	Drosophila melanogaster
EXP043769	Q09228	EGL27_CAEEL	egl-27 C04A2.3	Caenorhabditis elegans
EXP044108	Q9VRV4	None	None	Drosophila melanogaster
EXP044061	Q9VUL1	None	None	Drosophila melanogaster
EXP044122	H2KYD3	H2KYD3_CAEEL	CELE_F57C9.4 F57C9.4	Caenorhabditis elegans
EXP044105	A1Z927	A1Z927_DROME	Sin3A CG8815 Dmel_CG8815	Drosophila melanogaster
EXP043738	Q9V481	None	None	Drosophila melanogaster
EXP043848	Q9VKM6	None	None	Drosophila melanogaster
EXP043587	P22980	MYOD1_CAEEL	hlh-1 B0304.1	Caenorhabditis elegans
EXP044207	Q9VL91	None	None	Drosophila melanogaster
EXP043685	Q18605	Q18605_CAEEL	athp-1 C44B9.4 CELE_C44B9.4	Caenorhabditis elegans
EXP043466	A4V1Y6	A4V1Y6_DROME	Trl Adf-2 Adf-2-519 Adf2 anon-EST:fe2E12 CG9343 Dmel\\CG33261 E(var)3-trl E(var)62 GAF Gaf GAGA Gaga gaga GAGA factor l(3)s2325 NC70F Nc70F TfGAGA TRL trl Trl-GAGA CG33261 Dmel_CG33261	Drosophila melanogaster
EXP043694	O44505	O44505_CAEEL	CELE_R02D3.7 R02D3.7	Caenorhabditis elegans
EXP043670	P24350	IPOU_DROME	acj6 Ipou CG9151	Drosophila melanogaster
EXP044024	Q17370	NHR47_CAEEL	nhr-47 csr-1 C24G6.4	Caenorhabditis elegans
EXP043642	M9PGS2	M9PGS2_DROME	usp 2C CF1 Cf1 cf1 Dmel\\CG4380 DmUSP DmUsp dmUSP dUSP EG:22E5.1 l(1)2Cf l(1)usp NR2B4 USP Usp XR2C CG4380 Dmel_CG4380	Drosophila melanogaster
EXP044070	P51023	PNT2_DROME	pnt ETS2 Ets58AB CG17077	Drosophila melanogaster
EXP043930	Q01071	ESMD_DROME	HLHmdelta CG8328	Drosophila melanogaster
EXP043915	Q86MJ3	Q86MJ3_CAEEL	hlh-30 CELE_W02C12.3 W02C12.3	Caenorhabditis elegans
EXP043445	G5ECF7	G5ECF7_CAEEL	elt-3 CELE_K02B9.4 K02B9.4	Caenorhabditis elegans
EXP043462	Q22703	TFDP1_CAEEL	dpl-1 T23G7.1	Caenorhabditis elegans
EXP044055	P34021	ECR_DROME	EcR NR1H1 CG1765	Drosophila melanogaster
EXP043497	G5ECF7	G5ECF7_CAEEL	elt-3 CELE_K02B9.4 K02B9.4	Caenorhabditis elegans
EXP043713	B4F5U4	B4F5U4_DROME	Spase25 CG1571 Dmel\\CG1751 CG1751 Dmel_CG1751	Drosophila melanogaster
EXP043652	Q27395	LI15B_CAEEL	lin-15B ZK662.4	Caenorhabditis elegans
EXP043703	Q9W137	None	None	Drosophila melanogaster
EXP043803	G5EF71	G5EF71_CAEEL	med-1 CELE_T24D3.1 T24D3.1	Caenorhabditis elegans
EXP043920	G5EG44	G5EG44_CAEEL	mdl-1 CELE_R03E9.1 R03E9.1	Caenorhabditis elegans
EXP043515	Q8SZN9	Q8SZN9_DROME	l(3)neo38 anon-EST:fe2F4 anon2F4 BcDNA:SD16005 CG14725 CG31364 Dmel\\CG6930 CG6930 Dmel_CG6930	Drosophila melanogaster
EXP044264	D0VWN0	D0VWN0_CAEEL	elt-4 C39B10.6 CELE_C39B10.6	Caenorhabditis elegans
EXP043669	O18065	O18065_CAEEL	zim-3 CELE_T07G12.11 T07G12.11	Caenorhabditis elegans
EXP043711	G5EDT1	LIN35_CAEEL	lin-35 C32F10.2	Caenorhabditis elegans
EXP044017	Q93705	UNC3_CAEEL	unc-3 Y16B4A.1	Caenorhabditis elegans
EXP043789	G5EDE1	G5EDE1_CAEEL	pag-3 CELE_F45B8.4 F45B8.4	Caenorhabditis elegans
EXP043684	G5EFQ5	G5EFQ5_CAEEL	rnt-1 run B0414.2 CELE_B0414.2	Caenorhabditis elegans
EXP044044	M9NEU8	M9NEU8_DROME	BcDNA:SD07008 Dmel\\CG10462 CG10462 Dmel_CG10462	Drosophila melanogaster
EXP043875	O16748	O16748_CAEEL	ceh-82 CELE_F45C12.2 F45C12.2	Caenorhabditis elegans
EXP044171	Q966L8	CHE1_CAEEL	che-1 C55B7.12	Caenorhabditis elegans
EXP044042	P32085	TBP_CAEEL	tbp-1 tbp T20B12.2	Caenorhabditis elegans
EXP043982	Q24168	ORC2_DROME	Orc2 CG3041	Drosophila melanogaster
EXP043970	Q8T092	Q8T092_DROME	CG4282 Dmel_CG4282	Drosophila melanogaster
EXP043828	Q9VWC6	None	None	Drosophila melanogaster
EXP043698	G5EF11	G5EF11_CAEEL	efl-1 CELE_Y102A5C.18 Y102A5C.18	Caenorhabditis elegans
EXP044242	Q24142	HR78_DROME	Hr78 Hr78D NR2D1 CG7199	Drosophila melanogaster
EXP043493	Q9VQD6	None	None	Drosophila melanogaster
EXP044060	G5ECF7	G5ECF7_CAEEL	elt-3 CELE_K02B9.4 K02B9.4	Caenorhabditis elegans
EXP043580	Q9VL80	None	None	Drosophila melanogaster
EXP043884	P18289	JRA_DROME	Jra jun CG2275	Drosophila melanogaster
EXP044193	Q9W409	None	None	Drosophila melanogaster
EXP043725	E1JGZ3	E1JGZ3_DROME	CG1620 Dmel_CG1620	Drosophila melanogaster
EXP044007	Q9N5S3	None	None	Caenorhabditis elegans
EXP043594	G5EBU4	ZAG1_CAEEL	zag-1 F28F9.1	Caenorhabditis elegans
EXP043999	P34684	LIN39_CAEEL	lin-39 ceh-15 C07H6.7	Caenorhabditis elegans
EXP043547	P42003	MAD_DROME	Mad CG12399	Drosophila melanogaster
EXP043741	P29774	ETS3_DROME	Ets65A ETS3 CG7018	Drosophila melanogaster
EXP043608	Q23521	Q23521_CAEEL	CELE_ZK546.5 ZK546.5	Caenorhabditis elegans
EXP044221	Q23294	NHR11_CAEEL	nhr-11 ZC410.1	Caenorhabditis elegans
EXP043688	A8DY91	A8DY91_DROME	Hr3 Hr46 CG33183 Dmel_CG33183	Drosophila melanogaster
EXP043539	Q9N5D6	None	None	Caenorhabditis elegans
EXP043836	Q24318	TFDP_DROME	Dp CG4654	Drosophila melanogaster
EXP043865	P10038	MAB5_CAEEL	mab-5 C08C3.3	Caenorhabditis elegans
EXP043664	Q9VLK8	None	None	Drosophila melanogaster
EXP044225	G5EFF5	DAF12_CAEEL	daf-12 F11A1.3	Caenorhabditis elegans
EXP043559	O96660	O96660_DROME	Smox Dmel\\CG2262 DSMAD2 DSmad2 dSMAD2 dSmad2 dsmad2 l(1)G0348 Sad sad Smad SMAD2 Smad2 smad2 SMOX SmoX smox ted tmp CG2262 Dmel_CG2262	Drosophila melanogaster
EXP043868	O16748	O16748_CAEEL	ceh-82 CELE_F45C12.2 F45C12.2	Caenorhabditis elegans
EXP043993	O01789	SMC1_CAEEL	him-1 smc-1 F28B3.7	Caenorhabditis elegans
EXP043771	Q9VTK6	None	None	Drosophila melanogaster
EXP043863	Q86S28	Q86S28_CAEEL	lin-40 CELE_T27C4.4 T27C4.4	Caenorhabditis elegans
EXP043878	Q9VLA6	None	None	Drosophila melanogaster
EXP044133	Q9VBR8	None	None	Drosophila melanogaster
EXP043453	Q9V406	None	None	Drosophila melanogaster
EXP043633	H9G332	H9G332_CAEEL	lsy-27 CELE_F47H4.1 F47H4.1	Caenorhabditis elegans
EXP044102	Q8IN81	FRU_DROME	fru BTB-VI CG14307	Drosophila melanogaster
EXP044218	Q9VS55	None	None	Drosophila melanogaster
EXP043779	Q23521	Q23521_CAEEL	CELE_ZK546.5 ZK546.5	Caenorhabditis elegans
EXP043468	Q9VAB8	None	None	Drosophila melanogaster
EXP043640	Q22829	Q22829_CAEEL	pat-9 CELE_T27B1.2 T27B1.2	Caenorhabditis elegans
EXP043893	G5EEG1	G5EEG1_CAEEL	nfya-1 CELE_T08D10.1 T08D10.1	Caenorhabditis elegans
EXP044066	P91943	PANG1_DROME	pan TCF CG34403	Drosophila melanogaster
EXP043879	H2KZR6	H2KZR6_CAEEL	bcl-11 CELE_F13H6.1 F13H6.1	Caenorhabditis elegans
EXP043596	P10105	LAB_DROME	lab CG1264	Drosophila melanogaster
EXP043701	Q8MSB3	Q8MSB3_DROME	CG1602 Dmel_CG1602	Drosophila melanogaster
EXP043557	Q9VQ77	None	None	Drosophila melanogaster
EXP043746	Q86BR8	Q86BR8_DROME	TFAM D-mtTFA d-mttfa d-TFAM d-tfam Dmel\\CG4217 MTTFA mtTFA mttfa Tfam tfam CG4217 Dmel_CG4217	Drosophila melanogaster
EXP043860	Q8IMA2	Q8IMA2_DROME	BcDNA:RE51913 CG32006-RA DmCg32006 Dmel\\CG32006 CG32006 Dmel_CG32006	Drosophila melanogaster
EXP044008	Q24151	STAT_DROME	Stat92E MARE mrL Stat CG4257	Drosophila melanogaster
EXP044256	Q21836	Q21836_CAEEL	alr-1 CELE_R08B4.2 R08B4.2	Caenorhabditis elegans
EXP043619	Q9XTP7	None	None	Drosophila melanogaster
EXP043921	Q8IRT6	Q8IRT6_DROME	Crg-1 Crg1 crg1 Dmel\\CG32788 CG32788 Dmel_CG32788	Drosophila melanogaster
EXP043500	O45080	O45080_CAEEL	ceh-48 C17H12.9 CELE_C17H12.9	Caenorhabditis elegans
EXP043657	Q11178	ATTF4_CAEEL	attf-4 C05D10.1	Caenorhabditis elegans
EXP044038	Q18533	Q18533_CAEEL	mls-2 C39E6.4 CELE_C39E6.4	Caenorhabditis elegans
EXP043877	Q9VFB9	None	None	Drosophila melanogaster
EXP043675	P09088	MEC3_CAEEL	mec-3 F01D4.6	Caenorhabditis elegans
EXP043662	G5EEG1	G5EEG1_CAEEL	nfya-1 CELE_T08D10.1 T08D10.1	Caenorhabditis elegans
EXP044059	Q24312	EWG_DROME	ewg CG3114	Drosophila melanogaster
EXP044027	P10084	AST4_DROME	sc sis-b T4 CG3827	Drosophila melanogaster
EXP044094	Q9W0K4	None	None	Drosophila melanogaster
EXP044057	O16748	O16748_CAEEL	ceh-82 CELE_F45C12.2 F45C12.2	Caenorhabditis elegans
EXP044178	Q8WQF4	Q8WQF4_CAEEL	row-1 CELE_F37D6.2 F37D6.2	Caenorhabditis elegans
EXP043964	Q17922	Q17922_CAEEL	sox-4 C12D12.5 CELE_C12D12.5	Caenorhabditis elegans
EXP044285	O17646	O17646_CAEEL	C34F6.9 CELE_C34F6.9	Caenorhabditis elegans
EXP043471	Q9W4S7	None	None	Drosophila melanogaster
EXP043752	P14003	HAIR_DROME	h CG6494	Drosophila melanogaster
EXP044250	Q9VHL0	None	None	Drosophila melanogaster
EXP043889	Q7KSE4	Q7KSE4_DROME	repo 3702 AbRK2 CG8045(CT24072) CT24072 Dmel\\CG31240 l(3)03702 REPO Repo RK2 rk2 CG31240 Dmel_CG31240	Drosophila melanogaster
EXP043919	Q9XV35	None	None	Caenorhabditis elegans
EXP044150	Q9W1N1	None	None	Drosophila melanogaster
EXP044293	Q19723	Q19723_CAEEL	CELE_F22D6.2 F22D6.2	Caenorhabditis elegans
EXP043849	P13097	ESM7_DROME	HLHm7 CG8361	Drosophila melanogaster
EXP044191	A8DYS7	A8DYS7_DROME	Ets21C D-Ets-6 D-ets-6 D-Ets6 Dmel\\CG2914 Ets ets21C ets21c ETS6 Ets6 CG2914 Dmel_CG2914	Drosophila melanogaster
EXP043813	G5ECN8	G5ECN8_CAEEL	ces-1 CELE_F43G9.11 F43G9.11	Caenorhabditis elegans
EXP044126	P14003	HAIR_DROME	h CG6494	Drosophila melanogaster
EXP044289	G5ECU7	JUN_CAEEL	jun-1 T24H10.7	Caenorhabditis elegans
EXP043976	G5EEG1	G5EEG1_CAEEL	nfya-1 CELE_T08D10.1 T08D10.1	Caenorhabditis elegans
EXP043901	P42283	LOLA1_DROME	lola CG12052	Drosophila melanogaster
EXP044158	Q18248	Q18248_CAEEL	dmd-4 C27C12.6 CELE_C27C12.6	Caenorhabditis elegans
EXP044188	Q05192	FTF1B_DROME	Hr39 FTZ-F1-beta FTZF1-beta NR5-beta-1 NR5B1 CG8676	Drosophila melanogaster
EXP044272	Q23294	NHR11_CAEEL	nhr-11 ZC410.1	Caenorhabditis elegans
EXP043721	G5EDE2	G5EDE2_CAEEL	hpl-2 K01G5.2a CELE_K01G5.2 K01G5.2	Caenorhabditis elegans
EXP043428	Q17381	PHA4_CAEEL	pha-4 fkh-1 F38A6.1	Caenorhabditis elegans
EXP043673	Q9VAF2	None	None	Drosophila melanogaster
EXP043540	P91943	PANG1_DROME	pan TCF CG34403	Drosophila melanogaster
EXP043992	P10038	MAB5_CAEEL	mab-5 C08C3.3	Caenorhabditis elegans
EXP044037	Q23521	Q23521_CAEEL	CELE_ZK546.5 ZK546.5	Caenorhabditis elegans
EXP044079	P08970	SUHW_DROME	su(Hw) CG8573	Drosophila melanogaster
EXP043585	Q9N5S3	None	None	Caenorhabditis elegans
EXP043770	Q9VP06	None	None	Drosophila melanogaster
EXP043426	M9ND53	M9ND53_DROME	tai 2 58 bs13g05.y1 CG18494 DAIB1 Dmel\\CG13109 DmTaiman EP(2)2630 l(2)01351 l(2)k05802 l(2)k05809 NEST:bs13g05 TAI Tai CG13109 Dmel_CG13109	Drosophila melanogaster
EXP044053	Q19345	NHR25_CAEEL	nhr-25 F11C1.6	Caenorhabditis elegans
EXP043729	Q9VHD1	None	None	Drosophila melanogaster
EXP043723	Q9VHA4	None	None	Drosophila melanogaster
EXP043861	P22807	SLOU_DROME	slou NK1 S59 CG6534	Drosophila melanogaster
EXP043855	Q7KAH0	Q7KAH0_DROME	jim BcDNA:SD14927 CG11352-RD Dmel\\CG11352 Jim ovfc.K OVK ovk CG11352 Dmel_CG11352	Drosophila melanogaster
EXP043699	A8WFJ9	ETS4_CAEEL	ets-4 F22A3.1	Caenorhabditis elegans
EXP043499	Q93560	BLMP1_CAEEL	blmp-1 F25D7.3	Caenorhabditis elegans
EXP044246	P45896	SMA3_CAEEL	sma-3 cem-2 R13F6.9	Caenorhabditis elegans
EXP043634	Q17905	NHR28_CAEEL	nhr-28 C11G6.4	Caenorhabditis elegans
EXP044278	Q17561	Q17561_CAEEL	aly-1 C01F6.5 CELE_C01F6.5	Caenorhabditis elegans
EXP044222	A8MPH9	FOSLD_DROME	kay Fra CG15509	Drosophila melanogaster
EXP043832	D4G7A5	D4G7A5_DROME	CG32264-RB CG10857 CG10860 CG12604 CG14978 Dmel\\CG32264 CG32264 Dmel_CG32264	Drosophila melanogaster
EXP043854	Q21701	NHR12_CAEEL	nhr-12 R04B5.4	Caenorhabditis elegans
EXP044245	Q10666	POP1_CAEEL	pop-1 W10C8.2	Caenorhabditis elegans
EXP043906	P22813	HSF_DROME	Hsf CG5748	Drosophila melanogaster
EXP043693	O46339	HTH_DROME	hth dtl CG17117	Drosophila melanogaster
EXP043859	Q20448	Q20448_CAEEL	ztf-7 CELE_F46B6.7 F46B6.7	Caenorhabditis elegans
EXP044083	Q86B87	MMD4_DROME	mod(mdg4) bpd doom E(var)3-93D CG32491	Drosophila melanogaster
EXP043697	Q22190	Q22190_CAEEL	sma-9 CELE_T05A10.1 T05A10.1	Caenorhabditis elegans
