ID	Species	GSMID	Cell_line	Cell_type	Tissue_type	Factor	File
81868	Mus musculus	GSM2630507	None	Embryonic Stem Cell	None	KDM1A	81868_sort_peaks.narrowPeak.bed
81871	Mus musculus	GSM2630509	None	Embryonic Stem Cell	None	KMT2B	81871_sort_peaks.narrowPeak.bed
81873	Mus musculus	GSM2595130	None	Fibroblast	None	POLR2A	81873_sort_peaks.narrowPeak.bed
81874	Mus musculus	GSM2595131	None	Fibroblast	None	POLR2A	81874_sort_peaks.narrowPeak.bed
81876	Mus musculus	GSM2845612	None	Macrophage	Bone Marrow	HDAC1	81876_sort_peaks.narrowPeak.bed
81885	Mus musculus	GSM2612440	None	None	Prostate	ERF	81885_sort_peaks.narrowPeak.bed
81886	Mus musculus	GSM2612441	None	None	Prostate	ERF	81886_sort_peaks.narrowPeak.bed
81887	Mus musculus	GSM2612442	None	None	Prostate	ERF	81887_sort_peaks.narrowPeak.bed
81888	Mus musculus	GSM2612443	None	None	Prostate	ERF	81888_sort_peaks.narrowPeak.bed
81909	Mus musculus	GSM2582430	MEFs	Embryonic Fibroblast	None	H3S10ph	81909_sort_peaks.narrowPeak.bed
81945	Mus musculus	GSM2561940	TS/A clone F1	None	Liver	POLR2A	81945_sort_peaks.narrowPeak.bed
81947	Mus musculus	GSM2652712	None	Embryonic Stem Cell	None	BTAF1	81947_sort_peaks.narrowPeak.bed
81948	Mus musculus	GSM2652713	None	Embryonic Stem Cell	None	INO80	81948_sort_peaks.narrowPeak.bed
81950	Mus musculus	GSM2652715	None	Embryonic Stem Cell	None	POLR2A	81950_sort_peaks.narrowPeak.bed
81951	Mus musculus	GSM2652716	None	Embryonic Stem Cell	None	POLR2A	81951_sort_peaks.narrowPeak.bed
81956	Mus musculus	GSM2406340	None	None	Liver	HNF4A	81956_sort_peaks.narrowPeak.bed
81957	Mus musculus	GSM2406341	None	None	Liver	HNF4A	81957_sort_peaks.narrowPeak.bed
81958	Mus musculus	GSM2406342	None	None	Liver	HNF4A	81958_sort_peaks.narrowPeak.bed
81959	Mus musculus	GSM2406343	None	None	Liver	HNF4A	81959_sort_peaks.narrowPeak.bed
81960	Mus musculus	GSM2406344	None	None	Liver	HNF4A	81960_sort_peaks.narrowPeak.bed
81961	Mus musculus	GSM2406345	None	None	Liver	HNF4A	81961_sort_peaks.narrowPeak.bed
82024	Mus musculus	GSM2741711	None	None	Liver	ARID1A	82024_sort_peaks.narrowPeak.bed
82025	Mus musculus	GSM2741710	None	None	Liver	ARID1A	82025_sort_peaks.narrowPeak.bed
82033	Mus musculus	GSM2442439	None	Neural Progenitor Cell	None	POLR2A	82033_sort_peaks.narrowPeak.bed
82034	Mus musculus	GSM2881445	J1	Embryonic Stem Cell	Embryo	FAM208A	82034_sort_peaks.narrowPeak.bed
82038	Mus musculus	GSM2642529	None	Neural Progenitor Cell	Brain	H2AZ	82038_sort_peaks.narrowPeak.bed
82053	Mus musculus	GSM2833295	None	T Lymphocyte	None	SUV39H1	82053_sort_peaks.narrowPeak.bed
82056	Mus musculus	GSM2735134	None	Adipocyte	None	EBF2	82056_sort_peaks.narrowPeak.bed
82057	Mus musculus	GSM2735135	None	Adipocyte	None	EBF2	82057_sort_peaks.narrowPeak.bed
82058	Mus musculus	GSM2420699	None	None	Embryonic genital tubercle	ISL1	82058_sort_peaks.narrowPeak.bed
82059	Mus musculus	GSM2420697	None	None	Embryonic genital tubercle	ISL1	82059_sort_peaks.narrowPeak.bed
82082	Mus musculus	GSM2111668	None	Embryonic Stem Cell	None	SMARCA4	82082_sort_peaks.narrowPeak.bed
82083	Mus musculus	GSM2111669	None	Embryonic Stem Cell	None	SMARCA4	82083_sort_peaks.narrowPeak.bed
82084	Mus musculus	GSM2111664	None	Embryonic Stem Cell	None	SMARCC1	82084_sort_peaks.narrowPeak.bed
82085	Mus musculus	GSM2111665	None	Embryonic Stem Cell	None	BAZ1A	82085_sort_peaks.narrowPeak.bed
82086	Mus musculus	GSM2111666	None	Embryonic Stem Cell	None	BAZ1A	82086_sort_peaks.narrowPeak.bed
82087	Mus musculus	GSM2111667	None	Embryonic Stem Cell	None	SMARCA4	82087_sort_peaks.narrowPeak.bed
82088	Mus musculus	GSM2111662	None	Embryonic Stem Cell	None	SMARCC1	82088_sort_peaks.narrowPeak.bed
82089	Mus musculus	GSM2111663	None	Embryonic Stem Cell	None	SMARCC1	82089_sort_peaks.narrowPeak.bed
82092	Mus musculus	GSM2845617	None	Macrophage	Bone Marrow	HDAC2	82092_sort_peaks.narrowPeak.bed
82093	Mus musculus	GSM2845616	None	Macrophage	Bone Marrow	HDAC2	82093_sort_peaks.narrowPeak.bed
82094	Mus musculus	GSM2845615	None	Macrophage	Bone Marrow	HDAC2	82094_sort_peaks.narrowPeak.bed
82095	Mus musculus	GSM2587048	None	Embryonic Stem Cell	None	PRDM15	82095_sort_peaks.narrowPeak.bed
82096	Mus musculus	GSM2536317	None	None	Uterus	KDM4A	82096_sort_peaks.narrowPeak.bed
82097	Mus musculus	GSM2536316	None	None	Uterus	KDM4A	82097_sort_peaks.narrowPeak.bed
82098	Mus musculus	GSM2845611	None	Macrophage	Bone Marrow	HDAC1	82098_sort_peaks.narrowPeak.bed
82099	Mus musculus	GSM2845610	None	Macrophage	Bone Marrow	HDAC1	82099_sort_peaks.narrowPeak.bed
82101	Mus musculus	GSM2536318	None	None	Uterus	KDM4A	82101_sort_peaks.narrowPeak.bed
82102	Mus musculus	GSM2845619	None	Macrophage	Bone Marrow	HDAC3	82102_sort_peaks.narrowPeak.bed
82104	Mus musculus	GSM1908907	None	Embryonic Stem Cell	None	MED23	82104_sort_peaks.narrowPeak.bed
82105	Mus musculus	GSM1908900	None	Embryonic Stem Cell	None	MED1	82105_sort_peaks.narrowPeak.bed
82106	Mus musculus	GSM1908901	None	Embryonic Stem Cell	None	MED1	82106_sort_peaks.narrowPeak.bed
82107	Mus musculus	GSM1908902	None	Embryonic Stem Cell	None	MED12	82107_sort_peaks.narrowPeak.bed
82108	Mus musculus	GSM1908903	None	Embryonic Stem Cell	None	MED12	82108_sort_peaks.narrowPeak.bed
82111	Mus musculus	GSM1908908	None	Embryonic Stem Cell	None	MED23	82111_sort_peaks.narrowPeak.bed
82115	Mus musculus	GSM2587042	None	Embryonic Stem Cell	None	PRDM15	82115_sort_peaks.narrowPeak.bed
82119	Mus musculus	GSM2698321	None	Macrophage	Bone Marrow	IRF1	82119_sort_peaks.narrowPeak.bed
82120	Mus musculus	GSM2713712	None	None	Forelimb	CTCF	82120_sort_peaks.narrowPeak.bed
82123	Mus musculus	GSM2713713	None	None	Forelimb	CTCF	82123_sort_peaks.narrowPeak.bed
82125	Mus musculus	GSM2698323	None	Macrophage	Bone Marrow	IRF3	82125_sort_peaks.narrowPeak.bed
82128	Mus musculus	GSM2698322	None	Macrophage	Bone Marrow	IRF3	82128_sort_peaks.narrowPeak.bed
82131	Mus musculus	GSM2698320	None	Macrophage	Bone Marrow	IRF1	82131_sort_peaks.narrowPeak.bed
82138	Mus musculus	GSM2540284	None	Hepatocyte	None	STAT3	82138_sort_peaks.narrowPeak.bed
82139	Mus musculus	GSM2540285	None	Hepatocyte	None	RELA	82139_sort_peaks.narrowPeak.bed
82140	Mus musculus	GSM2540286	None	Hepatocyte	None	CEBPB	82140_sort_peaks.narrowPeak.bed
82141	Mus musculus	GSM2540287	None	Hepatocyte	None	JUN	82141_sort_peaks.narrowPeak.bed
82142	Mus musculus	GSM2540280	None	Hepatocyte	None	STAT3	82142_sort_peaks.narrowPeak.bed
82143	Mus musculus	GSM2540281	None	Hepatocyte	None	STAT3	82143_sort_peaks.narrowPeak.bed
82144	Mus musculus	GSM2540282	None	Hepatocyte	None	STAT3	82144_sort_peaks.narrowPeak.bed
82145	Mus musculus	GSM2540283	None	Hepatocyte	None	STAT3	82145_sort_peaks.narrowPeak.bed
82181	Mus musculus	GSM2454338	Mouse embryonic stem cells	Embryonic Stem Cell	None	CXXC1	82181_sort_peaks.narrowPeak.bed
82185	Mus musculus	GSM2454339	Mouse embryonic stem cells	Embryonic Stem Cell	None	CXXC1	82185_sort_peaks.narrowPeak.bed
82260	Mus musculus	GSM2533860	None	Neural Progenitor Cell	None	RNF2	82260_sort_peaks.narrowPeak.bed
82261	Mus musculus	GSM2533861	None	Neural Progenitor Cell	None	RNF2	82261_sort_peaks.narrowPeak.bed
82264	Mus musculus	GSM2803609	None	Cortex	Brain	H2AZ	82264_sort_peaks.narrowPeak.bed
82265	Mus musculus	GSM2522468	None	Macrophage	Bone Marrow	RELA	82265_sort_peaks.narrowPeak.bed
82287	Mus musculus	GSM2496950	DN2	Thymocyte	None	SMC3	82287_sort_peaks.narrowPeak.bed
82296	Mus musculus	GSM2734684	None	T Lymphocyte	Spleen	STAT5B	82296_sort_peaks.narrowPeak.bed
82297	Mus musculus	GSM2734687	None	T Lymphocyte	Spleen	STAT3	82297_sort_peaks.narrowPeak.bed
82298	Mus musculus	GSM2496953	DN2	Thymocyte	None	SMC3	82298_sort_peaks.narrowPeak.bed
82299	Mus musculus	GSM2734683	None	T Lymphocyte	Spleen	STAT5B	82299_sort_peaks.narrowPeak.bed
82300	Mus musculus	GSM2496954	DN2	Thymocyte	None	SMC3	82300_sort_peaks.narrowPeak.bed
82301	Mus musculus	GSM2734689	None	T Lymphocyte	Spleen	STAT5B	82301_sort_peaks.narrowPeak.bed
82302	Mus musculus	GSM2734688	None	T Lymphocyte	Spleen	STAT3	82302_sort_peaks.narrowPeak.bed
82303	Mus musculus	GSM2496955	DN2	Thymocyte	None	SMC3	82303_sort_peaks.narrowPeak.bed
82304	Mus musculus	GSM2948956	Amac_I_N-rG79.04	iPSC	None	BRD4	82304_sort_peaks.narrowPeak.bed
82305	Mus musculus	GSM2948957	Cone_M_N-rCh257.4	iPSC	None	BRD4	82305_sort_peaks.narrowPeak.bed
82324	Mus musculus	GSM2644272	None	None	Forebrain	CHD8	82324_sort_peaks.narrowPeak.bed
82357	Mus musculus	GSM2640379	None	None	Liver	FOXA1	82357_sort_peaks.narrowPeak.bed
82358	Mus musculus	GSM2640378	T23	None	None	FOXA1	82358_sort_peaks.narrowPeak.bed
82361	Mus musculus	GSM2640377	None	Mouse PDA primary tumor organoid (T6)	None	FOXA1	82361_sort_peaks.narrowPeak.bed
82362	Mus musculus	GSM2640376	hES-T3	None	None	FOXA1	82362_sort_peaks.narrowPeak.bed
82367	Mus musculus	GSM2412028	J1	Embryonic Stem Cell	Embryo	ARID3A	82367_sort_peaks.narrowPeak.bed
82386	Mus musculus	GSM2772295	None	None	Retina	ARNTL	82386_sort_peaks.narrowPeak.bed
82387	Mus musculus	GSM2772297	None	None	Retina	ARNTL	82387_sort_peaks.narrowPeak.bed
82389	Mus musculus	GSM2772293	None	None	Retina	ARNTL	82389_sort_peaks.narrowPeak.bed
82392	Mus musculus	GSM2077230	B16-BL6	Embryonic Fibroblast	None	POLR2A	82392_sort_peaks.narrowPeak.bed
82393	Mus musculus	GSM2077231	B16-BL6	Embryonic Fibroblast	None	POLR2A	82393_sort_peaks.narrowPeak.bed
82413	Mus musculus	GSM2643064	None	Neuron	None	CTCF	82413_sort_peaks.narrowPeak.bed
82414	Mus musculus	GSM2643065	None	Neuron	None	CTCF	82414_sort_peaks.narrowPeak.bed
82415	Mus musculus	GSM2643060	None	Neuron	None	CTCF	82415_sort_peaks.narrowPeak.bed
82416	Mus musculus	GSM2643061	None	Neuron	None	CTCF	82416_sort_peaks.narrowPeak.bed
82417	Mus musculus	GSM2643062	None	Neuron	None	CTCF	82417_sort_peaks.narrowPeak.bed
82418	Mus musculus	GSM2643063	None	Neuron	None	CTCF	82418_sort_peaks.narrowPeak.bed
82445	Mus musculus	GSM2445271	AtT-20	Corticotroph	Pituitary	PAX7	82445_sort_peaks.narrowPeak.bed
82446	Mus musculus	GSM2445270	AtT-20	Corticotroph	Pituitary	PAX7	82446_sort_peaks.narrowPeak.bed
82447	Mus musculus	GSM2445273	AtT-20	Corticotroph	Pituitary	PAX7	82447_sort_peaks.narrowPeak.bed
82448	Mus musculus	GSM2445272	AtT-20	Corticotroph	Pituitary	PAX7	82448_sort_peaks.narrowPeak.bed
82449	Mus musculus	GSM2445275	AtT-20	Corticotroph	Pituitary	PAX7	82449_sort_peaks.narrowPeak.bed
82450	Mus musculus	GSM2445274	AtT-20	Corticotroph	Pituitary	PAX7	82450_sort_peaks.narrowPeak.bed
82451	Mus musculus	GSM2445277	AtT-20	Corticotroph	Pituitary	STAT3	82451_sort_peaks.narrowPeak.bed
82452	Mus musculus	GSM2445276	AtT-20	Corticotroph	Pituitary	PAX7	82452_sort_peaks.narrowPeak.bed
82454	Mus musculus	GSM2445278	AtT-20	Corticotroph	Pituitary	STAT3	82454_sort_peaks.narrowPeak.bed
82455	Mus musculus	GSM2420220	NB490	None	None	PDX1	82455_sort_peaks.narrowPeak.bed
82502	Mus musculus	GSM2198476	None	Fibroblast	None	FOSL2	82502_sort_peaks.narrowPeak.bed
82503	Mus musculus	GSM2198477	None	Fibroblast	None	FOSL2	82503_sort_peaks.narrowPeak.bed
82505	Mus musculus	GSM2198472	None	Fibroblast	None	FOS	82505_sort_peaks.narrowPeak.bed
82506	Mus musculus	GSM2198473	None	Fibroblast	None	FOS	82506_sort_peaks.narrowPeak.bed
82507	Mus musculus	GSM2198470	None	Fibroblast	None	FOS	82507_sort_peaks.narrowPeak.bed
82508	Mus musculus	GSM2198471	None	Fibroblast	None	FOS	82508_sort_peaks.narrowPeak.bed
82519	Mus musculus	GSM2886563	None	Epithelium	Colon	HNF4A	82519_sort_peaks.narrowPeak.bed
82531	Mus musculus	GSM2461332	None	Macrophage	Bone Marrow	NR3C1	82531_sort_peaks.narrowPeak.bed
82532	Mus musculus	GSM2461333	None	Macrophage	Bone Marrow	NR3C1	82532_sort_peaks.narrowPeak.bed
82533	Mus musculus	GSM2461330	None	Macrophage	Bone Marrow	RELA	82533_sort_peaks.narrowPeak.bed
82541	Mus musculus	GSM1908899	None	Embryonic Stem Cell	None	SMC3	82541_sort_peaks.narrowPeak.bed
82543	Mus musculus	GSM2740559	None	None	Liver	CTCF	82543_sort_peaks.narrowPeak.bed
82556	Mus musculus	GSM2596858	None	Embryonic Stem Cell	None	MTF2	82556_sort_peaks.narrowPeak.bed
82557	Mus musculus	GSM2596859	None	Embryonic Stem Cell	None	MTF2	82557_sort_peaks.narrowPeak.bed
82560	Mus musculus	GSM2252604	None	Epithelium	Colon	EZH2	82560_sort_peaks.narrowPeak.bed
82562	Mus musculus	GSM2610638	None	Epithelium	intestinal villus	CDX2	82562_sort_peaks.narrowPeak.bed
82563	Mus musculus	GSM2231909	Hoxb8-FL	LMPP-like	None	RUNX1	82563_sort_peaks.narrowPeak.bed
82564	Mus musculus	GSM2610635	None	Epithelium	intestinal villus	PBRM1	82564_sort_peaks.narrowPeak.bed
82565	Mus musculus	GSM2610634	None	Epithelium	intestinal villus	PBRM1	82565_sort_peaks.narrowPeak.bed
82566	Mus musculus	GSM2610637	None	Epithelium	intestinal villus	POLR2A	82566_sort_peaks.narrowPeak.bed
82568	Mus musculus	GSM2683471	None	Neuronal Progenitor cell	Forebrain	ATRX	82568_sort_peaks.narrowPeak.bed
82621	Mus musculus	GSM2706521	None	T Lymphocyte	Lymph Node	SMAD4	82621_sort_peaks.narrowPeak.bed
82622	Mus musculus	GSM2706520	None	T Lymphocyte	Lymph Node	SMAD4	82622_sort_peaks.narrowPeak.bed
82623	Mus musculus	GSM2706522	None	T Lymphocyte	Lymph Node	SMAD4	82623_sort_peaks.narrowPeak.bed
82624	Mus musculus	GSM2099829	None	Embryonic Stem Cell	None	RAD21	82624_sort_peaks.narrowPeak.bed
82626	Mus musculus	GSM2099821	None	Embryonic Stem Cell	None	RAD21	82626_sort_peaks.narrowPeak.bed
82628	Mus musculus	GSM2099823	None	Embryonic Stem Cell	None	MED12	82628_sort_peaks.narrowPeak.bed
82629	Mus musculus	GSM2099825	None	Embryonic Stem Cell	None	RAD21	82629_sort_peaks.narrowPeak.bed
82631	Mus musculus	GSM2099827	None	Embryonic Stem Cell	None	MED12	82631_sort_peaks.narrowPeak.bed
82634	Mus musculus	GSM2472760	J2E	Erythroid Cell	None	STAT5	82634_sort_peaks.narrowPeak.bed
82650	Mus musculus	GSM2579420	None	Erythroid Cell	Spleen	CTCF	82650_sort_peaks.narrowPeak.bed
82651	Mus musculus	GSM2579421	None	Erythroid Cell	Spleen	CTCF	82651_sort_peaks.narrowPeak.bed
82652	Mus musculus	GSM2579422	None	Erythroid Cell	Spleen	EZH2	82652_sort_peaks.narrowPeak.bed
82653	Mus musculus	GSM2579423	None	Erythroid Cell	Spleen	EZH2	82653_sort_peaks.narrowPeak.bed
82680	Mus musculus	GSM2577617	None	None	Mammary Gland	CTCF	82680_sort_peaks.narrowPeak.bed
82682	Mus musculus	GSM2577619	None	None	Mammary Gland	CTCF	82682_sort_peaks.narrowPeak.bed
82683	Mus musculus	GSM2577618	None	None	Mammary Gland	CTCF	82683_sort_peaks.narrowPeak.bed
82697	Mus musculus	GSM2111454	Mouse embryonic stem cells	Embryonic Stem Cell	None	NCAPH2	82697_sort_peaks.narrowPeak.bed
82698	Mus musculus	GSM2111453	Mouse embryonic stem cells	Embryonic Stem Cell	None	NCAPH2	82698_sort_peaks.narrowPeak.bed
82701	Mus musculus	GSM2111450	Mouse embryonic stem cells	Embryonic Stem Cell	None	NCAPH2	82701_sort_peaks.narrowPeak.bed
82757	Mus musculus	GSM1556152	C2C12	Myoblast	Muscle	MYOD1	82757_sort_peaks.narrowPeak.bed
82758	Mus musculus	GSM1900990	None	Embryonic Stem Cell	None	PRDM15	82758_sort_peaks.narrowPeak.bed
82761	Mus musculus	GSM2324110	AtT-20	Corticotroph	Pituitary	PAX7	82761_sort_peaks.narrowPeak.bed
82763	Mus musculus	GSM2845644	None	Macrophage	Bone Marrow	POLR2A	82763_sort_peaks.narrowPeak.bed
82764	Mus musculus	GSM2845645	None	Macrophage	Bone Marrow	POLR2A	82764_sort_peaks.narrowPeak.bed
82769	Mus musculus	GSM2808668	R1	Embryonic Stem Cell	Embryo	DPF2	82769_sort_peaks.narrowPeak.bed
82771	Mus musculus	GSM2808665	R1	Embryonic Stem Cell	Embryo	SMARCA4	82771_sort_peaks.narrowPeak.bed
82774	Mus musculus	GSM2808666	R1	Embryonic Stem Cell	Embryo	DPF2	82774_sort_peaks.narrowPeak.bed
82778	Mus musculus	GSM2442450	None	Neuron	None	POLR2A	82778_sort_peaks.narrowPeak.bed
82779	Mus musculus	GSM2442451	None	Neural Progenitor Cell	None	POLR2A	82779_sort_peaks.narrowPeak.bed
82780	Mus musculus	GSM2442452	None	Neural Progenitor Cell	None	POLR2A	82780_sort_peaks.narrowPeak.bed
82781	Mus musculus	GSM2442453	None	Neuron	None	POLR2A	82781_sort_peaks.narrowPeak.bed
82782	Mus musculus	GSM2442454	None	Neuron	None	POLR2A	82782_sort_peaks.narrowPeak.bed
82786	Mus musculus	GSM2845643	None	Macrophage	Bone Marrow	POLR2A	82786_sort_peaks.narrowPeak.bed
82787	Mus musculus	GSM2218587	None	Adipocyte	None	PPARG	82787_sort_peaks.narrowPeak.bed
82788	Mus musculus	GSM2218586	None	Adipocyte	None	PPARG	82788_sort_peaks.narrowPeak.bed
82789	Mus musculus	GSM2218585	None	Adipocyte	None	PPARG	82789_sort_peaks.narrowPeak.bed
82790	Mus musculus	GSM2218584	None	Adipocyte	None	PPARG	82790_sort_peaks.narrowPeak.bed
82791	Mus musculus	GSM2845648	None	Macrophage	Bone Marrow	POLR2A	82791_sort_peaks.narrowPeak.bed
82792	Mus musculus	GSM2845649	None	Macrophage	Bone Marrow	POLR2A	82792_sort_peaks.narrowPeak.bed
82795	Mus musculus	GSM2711415	V6.5	Embryonic Stem Cell	Embryo	PHIP	82795_sort_peaks.narrowPeak.bed
82796	Mus musculus	GSM2711414	V6.5	Embryonic Stem Cell	Embryo	PHIP	82796_sort_peaks.narrowPeak.bed
82797	Mus musculus	GSM2949218	Mull_M_Y-Cr143.01	Muller Cell	None	POLR2A	82797_sort_peaks.narrowPeak.bed
82820	Mus musculus	GSM2803574	None	Cortex	Brain	DNMT3A	82820_sort_peaks.narrowPeak.bed
82823	Mus musculus	GSM2803575	None	Cortex	Brain	DNMT3A	82823_sort_peaks.narrowPeak.bed
82830	Mus musculus	GSM2590031	None	Treg	Spleen	IRF4	82830_sort_peaks.narrowPeak.bed
82831	Mus musculus	GSM2610617	E14Tg2A	Embryonic Stem Cell	None	CBX6	82831_sort_peaks.narrowPeak.bed
82832	Mus musculus	GSM2610616	E14Tg2A	Embryonic Stem Cell	None	CBX6	82832_sort_peaks.narrowPeak.bed
82836	Mus musculus	GSM2610619	E14Tg2A	Embryonic Stem Cell	None	CBX7	82836_sort_peaks.narrowPeak.bed
82837	Mus musculus	GSM2610618	E14Tg2A	Embryonic Stem Cell	None	CBX6	82837_sort_peaks.narrowPeak.bed
82842	Mus musculus	GSM2803572	None	Cortex	Brain	DNMT3A	82842_sort_peaks.narrowPeak.bed
82843	Mus musculus	GSM2803573	None	Cortex	Brain	DNMT3A	82843_sort_peaks.narrowPeak.bed
82860	Mus musculus	GSM2492268	MAST	Mast Cell	Bone Marrow	POLR2A	82860_sort_peaks.narrowPeak.bed
82867	Mus musculus	GSM2492263	32D Myeloid	None	None	POLR2A	82867_sort_peaks.narrowPeak.bed
82870	Mus musculus	GSM2949210	Rod_I_Y-8602	iPSC	None	POLR2A	82870_sort_peaks.narrowPeak.bed
82882	Mus musculus	GSM2949212	Bipo_I_Y-rM0405	iPSC	None	POLR2A	82882_sort_peaks.narrowPeak.bed
82883	Mus musculus	GSM2713709	None	None	Forelimb	CTCF	82883_sort_peaks.narrowPeak.bed
82884	Mus musculus	GSM2713708	CD-1	None	Proximal Forelimbs	CTCF	82884_sort_peaks.narrowPeak.bed
82893	Mus musculus	GSM2949213	Bipo_I_Y-208.03	iPSC	None	POLR2A	82893_sort_peaks.narrowPeak.bed
82896	Mus musculus	GSM2858140	None	Leydig	Testis	NR5A1	82896_sort_peaks.narrowPeak.bed
82906	Mus musculus	GSM2099807	None	Embryonic Stem Cell	None	MED12	82906_sort_peaks.narrowPeak.bed
82907	Mus musculus	GSM2099809	None	Embryonic Stem Cell	None	RAD21	82907_sort_peaks.narrowPeak.bed
82920	Mus musculus	GSM1944759	None	Cortical Neuron	None	GTF3C1	82920_sort_peaks.narrowPeak.bed
82921	Mus musculus	GSM1944758	None	Cortical Neuron	None	GTF3C1	82921_sort_peaks.narrowPeak.bed
82933	Mus musculus	GSM2579274	MEFs	Embryonic Fibroblast	None	OBOX1	82933_sort_peaks.narrowPeak.bed
82946	Mus musculus	GSM2111715	None	Embryonic Stem Cell	None	PHRF1	82946_sort_peaks.narrowPeak.bed
82947	Mus musculus	GSM2685760	None	Tumor cells	None	SMC3	82947_sort_peaks.narrowPeak.bed
82948	Mus musculus	GSM2685762	None	Tumor cells	None	SMC3	82948_sort_peaks.narrowPeak.bed
82949	Mus musculus	GSM2685764	None	Tumor cells	None	SMC3	82949_sort_peaks.narrowPeak.bed
82953	Mus musculus	GSM2652790	SCLC-24H	B Lymphocyte	Spleen	CTCF	82953_sort_peaks.narrowPeak.bed
82954	Mus musculus	GSM2652791	SCLC-24H	B Lymphocyte	Spleen	CTCF	82954_sort_peaks.narrowPeak.bed
82983	Mus musculus	GSM2700819	None	None	Neural Tube	PRDM13	82983_sort_peaks.narrowPeak.bed
82995	Mus musculus	GSM2454398	Mouse embryonic stem cells	Embryonic Stem Cell	None	CXXC1	82995_sort_peaks.narrowPeak.bed
82996	Mus musculus	GSM2454399	Mouse embryonic stem cells	Embryonic Stem Cell	None	CXXC1	82996_sort_peaks.narrowPeak.bed
82999	Mus musculus	GSM2454394	Mouse embryonic stem cells	Embryonic Stem Cell	None	CXXC1	82999_sort_peaks.narrowPeak.bed
83005	Mus musculus	GSM2454392	Mouse embryonic stem cells	Embryonic Stem Cell	None	CXXC1	83005_sort_peaks.narrowPeak.bed
83006	Mus musculus	GSM2454393	Mouse embryonic stem cells	Embryonic Stem Cell	None	CXXC1	83006_sort_peaks.narrowPeak.bed
83008	Mus musculus	GSM2784635	E8.5	None	Cranial	KDM6A	83008_sort_peaks.narrowPeak.bed
83013	Mus musculus	GSM2718348	None	Intermediate	None	POU5F1	83013_sort_peaks.narrowPeak.bed
83038	Mus musculus	GSM2948947	RodFibr_F_Y-FNR07	Fibroblast	None	BRD4	83038_sort_peaks.narrowPeak.bed
83039	Mus musculus	GSM2948946	Cone_M_Y-257.03	iPSC	None	BRD4	83039_sort_peaks.narrowPeak.bed
83040	Mus musculus	GSM2948945	Cone_I_Y-209.13	iPSC	None	BRD4	83040_sort_peaks.narrowPeak.bed
83041	Mus musculus	GSM2948944	Cone_I_Y-209.12	iPSC	None	BRD4	83041_sort_peaks.narrowPeak.bed
83043	Mus musculus	GSM2948943	Cone_I_Y-209.11	iPSC	None	BRD4	83043_sort_peaks.narrowPeak.bed
83045	Mus musculus	GSM2948942	Amac_M_Y-30.02	iPSC	None	BRD4	83045_sort_peaks.narrowPeak.bed
83046	Mus musculus	GSM2948940	Mull_M_Y-Cr143.01	Muller Cell	None	BRD4	83046_sort_peaks.narrowPeak.bed
83052	Mus musculus	GSM2293972	None	squamous cell carcinoma	Skin	SMAD2/3	83052_sort_peaks.narrowPeak.bed
83055	Mus musculus	GSM2948949	MullFibr_F_N-FCR01	Muller Cell	None	BRD4	83055_sort_peaks.narrowPeak.bed
83064	Mus musculus	GSM2656040	MIN	None	testes	SPEN	83064_sort_peaks.narrowPeak.bed
83069	Mus musculus	GSM2656042	MIN	None	testes	SPEN	83069_sort_peaks.narrowPeak.bed
83077	Mus musculus	GSM2718386	None	Intermediate	None	SOX2	83077_sort_peaks.narrowPeak.bed
83078	Mus musculus	GSM2656044	MIN	None	testes	SPEN	83078_sort_peaks.narrowPeak.bed
83079	Mus musculus	GSM2718384	None	Intermediate	None	SOX2	83079_sort_peaks.narrowPeak.bed
83080	Mus musculus	GSM2718385	None	Intermediate	None	SOX2	83080_sort_peaks.narrowPeak.bed
83082	Mus musculus	GSM2718383	None	Embryonic Fibroblast	None	SOX2	83082_sort_peaks.narrowPeak.bed
83083	Mus musculus	GSM2718380	None	Intermediate	None	SOX2	83083_sort_peaks.narrowPeak.bed
83084	Mus musculus	GSM2656045	MIN	None	testes	SPEN	83084_sort_peaks.narrowPeak.bed
83096	Mus musculus	GSM2656047	MIN	None	testes	SPEN	83096_sort_peaks.narrowPeak.bed
83097	Mus musculus	GSM2907017	NIH-3T3	Fibroblast	Embryo	SETD1A	83097_sort_peaks.narrowPeak.bed
83102	Mus musculus	GSM2699481	None	None	Liver	RORA	83102_sort_peaks.narrowPeak.bed
83104	Mus musculus	GSM2907013	MLL-AF9	Leukemia Cell	None	CCNK	83104_sort_peaks.narrowPeak.bed
83114	Mus musculus	GSM2391482	None	Natural Killer Cell	Thymus	TCF7L1	83114_sort_peaks.narrowPeak.bed
83115	Mus musculus	GSM2391480	None	Thymocyte	Thymus	TCF7L1	83115_sort_peaks.narrowPeak.bed
